id_insumo,insumo,categoria,fornecedor,regiao_fornecedor,unidade_medida,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,prazo_entrega_dias,indice_reajuste_12m,criticidade_insumo
INS-04-00028,Cocamidopropil betaina,Tensoativo,Quimnova Trading,GO,mL,200,1283.83,1880.54,3328.46,244.2,39,0.0047,alta
INS-04-00029,Cocamidopropil betaina,Tensoativo,GreenLab Mat-primas,RJ,mL,250,1077.1,1599.84,2659.44,313.52,7,-0.0628,alta
INS-04-00030,Oleo de jojoba,Emoliente,AromaBase Import,SC,L,150,1286.81,2069.08,4695.24,90.49,44,0.0776,baixa
INS-04-00031,Fragrancia floral suave,Fragrancia,Essencia Pura Supply,SC,mL,1000,1395.35,2073.62,3884.43,192.64,9,0.0522,alta
INS-04-00032,Dioxido de titanio,Corante,DermaLink Distribuidora,PR,L,250,1281.29,1873.68,4213.87,341.7,21,0.1342,media
INS-04-00033,Carbopol,Espessante,DermaLink Distribuidora,PR,kg,200,169.41,229.46,461.57,814.03,10,0.2357,alta
INS-04-00034,Manteiga de karite,Emoliente,NaturaPrima Quimicos,GO,g,200,1232.59,1561.85,3003.89,602.5,29,0.1696,baixa
INS-04-00035,Manteiga de karite,Emoliente,Essencia Pura Supply,SP,mL,25,1417.58,2187.22,4727.16,172.44,34,-0.0308,alta
INS-04-00036,Acido hialuronico,Ativo funcional,Quimnova Trading,SC,mL,1000,1007.83,1264.84,2542.01,700.04,19,-0.0493,alta
INS-04-00037,Fragrancia baunilha,Fragrancia,GreenLab Mat-primas,BA,L,150,1208.07,1566.4,3206.08,419.55,39,0.0885,baixa
INS-04-00038,Sorbitol,Umectante,CoreLab Ingredients,MG,g,250,869.75,1101.14,2313.76,813.81,6,0.22,media
INS-04-00039,Decil glucosideo,Tensoativo,Essencia Pura Supply,SC,mL,50,1433.83,2506.81,4985.53,283.81,6,0.159,baixa
INS-04-00040,Sodium cocoyl isethionate,Tensoativo,Essencia Pura Supply,SP,mL,25,1100.54,1880.77,3989.48,474.2,50,-0.0771,baixa
INS-04-00041,Fragrancia herbal,Fragrancia,GreenLab Mat-primas,BA,L,200,910.76,1544.19,3525.06,785.21,5,0.0629,alta
INS-04-00042,Oxido de ferro amarelo,Corante,CoreLab Ingredients,MG,mL,200,1409.06,2462.2,4791.84,621.54,27,-0.0499,baixa
INS-04-00043,Sorbitol,Umectante,CoreLab Ingredients,PE,mL,50,625.88,785.71,1333.51,467.62,55,0.1411,alta
INS-04-00044,Fenoxietanol,Conservante,CoreLab Ingredients,PE,kg,200,1055.9,1830.43,3167.15,342.28,21,-0.041,baixa
INS-04-00045,Hidroxietilcelulose,Espessante,Essencia Pura Supply,BA,mL,150,1299.55,2046.19,4020.61,478.76,27,-0.0024,alta
INS-04-00046,Aloe vera concentrado,Ativo funcional,AromaBase Import,PR,g,150,309.76,449.31,1013.21,415.81,39,0.218,media
INS-04-00047,Carmin sintetico,Corante,BioAtivos Sul,BA,g,200,1393.98,2119.34,4112.89,621.94,27,0.0527,baixa
INS-04-00048,Sorbitol,Umectante,BioAtivos Sul,RJ,mL,1000,1084.7,1560.01,3498.53,103.93,60,0.0837,alta
INS-04-00049,Fragrancia herbal,Fragrancia,Insumos DermaTech,BA,kg,100,873.26,1287.56,2342.81,68.97,58,0.2056,media
INS-04-00050,Goma xantana,Espessante,AromaBase Import,BA,L,1000,1027.12,1499.18,3018.83,230.53,23,0.0209,alta
INS-04-00051,Fragrancia floral suave,Fragrancia,Quimnova Trading,MG,kg,200,448.41,624.28,1390.68,412.04,35,-0.0771,baixa
INS-04-00052,Pantenol,Ativo funcional,Insumos DermaTech,PE,g,200,401.68,654.23,1421.92,93.62,40,0.0142,alta
INS-04-00053,Acido hialuronico,Ativo funcional,NaturaPrima Quimicos,RJ,kg,250,850.03,1109.97,1891.89,440.8,36,0.0841,alta
INS-04-00054,Manteiga de karite,Emoliente,Insumos DermaTech,SP,g,150,611.63,1043.57,1870.55,138.08,18,0.0115,media
INS-04-00055,Acido hialuronico,Ativo funcional,Quimnova Trading,PE,g,200,302.37,443.92,954.43,494.74,7,0.0148,baixa
INS-04-00056,Carbopol,Espessante,Insumos DermaTech,SP,mL,250,341.23,466.91,976.43,28.43,37,0.1167,media
INS-04-00057,Fragrancia citrica,Fragrancia,GreenLab Mat-primas,GO,g,1000,864.02,1314.44,2609.3,711.99,12,0.2256,media
INS-04-00058,Acido hialuronico,Ativo funcional,Insumos DermaTech,PR,mL,100,1148.32,1670.1,3063.46,410.43,16,0.1607,media
INS-04-00059,Niacinamida,Ativo funcional,CosmoQuimica Brasil,MG,mL,25,1432.76,2291.55,3839.19,783.6,18,0.1604,alta
INS-04-00060,Glicerina bidestilada,Umectante,CosmoQuimica Brasil,PR,mL,150,891.06,1189.31,2329.85,388.47,9,0.1426,alta
INS-04-00061,Lauril eter sulfato de sodio,Tensoativo,Quimnova Trading,MG,g,100,352.61,589.81,1033.77,19.63,50,0.2038,alta
INS-04-00062,Pantenol,Ativo funcional,Quimnova Trading,RJ,g,25,848.78,1345.27,2292.72,701.1,19,0.2469,alta
INS-04-00063,Carbopol,Espessante,BioAtivos Sul,RJ,mL,250,250.45,418.47,912.36,296.84,6,-0.0319,alta
INS-04-00064,Fragrancia baunilha,Fragrancia,Insumos DermaTech,GO,mL,100,1292.3,1900.81,3506.3,610.1,37,-0.0465,baixa
INS-04-00065,Acido dehidroacetico,Conservante,DermaLink Distribuidora,PE,L,250,625.16,935.51,1716.4,432.07,42,0.2238,alta
INS-04-00066,Benzoato de sodio,Conservante,CosmoQuimica Brasil,PR,mL,150,580.85,792.89,1466.6,350.85,11,0.2073,media
INS-04-00067,Lauril eter sulfato de sodio,Tensoativo,Quimnova Trading,SC,g,500,1093.44,1401.85,3157.09,319.87,20,0.1215,alta
INS-04-00068,Goma xantana,Espessante,Quimnova Trading,PR,kg,200,652.74,893.24,1595.27,647.81,58,0.1471,alta
INS-04-00069,Lauril eter sulfato de sodio,Tensoativo,Insumos DermaTech,RJ,g,200,546.32,731.66,1672.95,603.55,21,0.1788,alta
INS-04-00070,Sorbitol,Umectante,GreenLab Mat-primas,SC,kg,50,150.18,261.75,581.24,771.37,46,-0.0762,baixa
INS-04-00071,Niacinamida,Ativo funcional,GreenLab Mat-primas,GO,g,200,929.52,1235.1,1992.48,115.26,39,0.0644,alta
INS-04-00072,Manteiga de karite,Emoliente,NaturaPrima Quimicos,SC,kg,150,1399.7,1878.75,3235.84,544.97,12,-0.0489,media
INS-04-00073,Butilenoglicol,Umectante,CosmoQuimica Brasil,MG,mL,100,914.52,1507.23,2603.9,191.63,18,0.1429,media
INS-04-00074,Niacinamida,Ativo funcional,DermaLink Distribuidora,MG,L,150,826.44,1149.16,2627.68,303.84,13,0.0771,media
INS-04-00075,Benzoato de sodio,Conservante,Insumos DermaTech,SP,g,250,293.9,455.34,883.18,565.24,42,0.0723,alta
INS-04-00076,Acido dehidroacetico,Conservante,NaturaPrima Quimicos,PE,g,500,523.0,819.16,1526.3,246.9,55,0.0082,baixa
INS-04-00077,Propilenoglicol,Umectante,CoreLab Ingredients,SP,kg,25,457.85,702.96,1424.12,310.46,53,0.1232,baixa
INS-04-00078,Fragrancia citrica,Fragrancia,Insumos DermaTech,MG,mL,150,330.69,480.99,1055.39,704.07,54,0.1316,alta
INS-04-00079,Oleo de jojoba,Emoliente,CosmoQuimica Brasil,MG,L,150,832.4,1244.56,2798.16,702.88,45,0.224,alta
INS-04-00080,Carbopol,Espessante,BioAtivos Sul,SC,kg,1000,1453.71,2515.5,4165.68,321.61,18,-0.0114,media
INS-04-00081,Mica perolada,Corante,BioAtivos Sul,RJ,mL,250,522.2,895.64,1491.65,638.0,18,-0.029,alta
INS-04-00082,Benzoato de sodio,Conservante,Quimnova Trading,GO,g,100,1252.87,1825.82,3348.94,795.12,26,0.2205,media
INS-04-00083,Propilenoglicol,Umectante,Quimnova Trading,MG,mL,150,131.59,217.17,487.2,198.72,23,0.1895,alta
INS-04-00084,Oxido de ferro amarelo,Corante,NaturaPrima Quimicos,SC,kg,1000,1436.31,2051.44,3323.63,115.0,57,0.2308,media
INS-04-00085,Propilenoglicol,Umectante,CosmoQuimica Brasil,RJ,mL,150,303.37,464.41,781.78,29.81,12,0.0689,media
INS-04-00086,Cocamidopropil betaina,Tensoativo,Quimnova Trading,SP,L,100,1388.32,2425.0,4940.62,469.48,7,-0.0243,baixa
INS-04-00087,Goma guar cationica,Espessante,CoreLab Ingredients,GO,kg,150,614.15,887.92,1710.52,204.71,50,0.1772,alta
INS-04-00088,Fenoxietanol,Conservante,NaturaPrima Quimicos,PR,g,200,447.51,652.32,1335.84,787.32,18,0.1627,media
INS-04-00089,Caprilico caprico triglicerideo,Emoliente,BioAtivos Sul,GO,L,100,1077.93,1414.67,2375.97,481.69,37,0.239,media
INS-04-00090,Fragrancia citrica,Fragrancia,NaturaPrima Quimicos,PE,g,500,1356.44,1755.89,3521.3,302.04,51,0.1521,baixa
INS-04-00091,Sorbato de potassio,Conservante,Essencia Pura Supply,RJ,g,100,1209.61,1945.85,4091.03,504.51,33,0.1493,media
INS-04-00092,Oleo de jojoba,Emoliente,Insumos DermaTech,PR,mL,150,146.11,218.83,473.33,61.12,39,-0.0168,media
INS-04-00093,Niacinamida,Ativo funcional,Insumos DermaTech,MG,g,150,749.9,1026.49,2169.94,545.96,21,0.1579,media
INS-04-00094,Fragrancia baunilha,Fragrancia,Quimnova Trading,MG,mL,1000,1493.12,2125.76,3748.78,258.69,6,0.1797,media
INS-04-00095,Carbopol,Espessante,NaturaPrima Quimicos,GO,kg,1000,442.3,725.29,1292.84,147.06,58,-0.0432,baixa
INS-04-00096,Fragrancia baunilha,Fragrancia,GreenLab Mat-primas,PR,g,500,498.76,746.36,1714.75,814.52,7,0.1767,baixa
INS-04-00097,Cocamidopropil betaina,Tensoativo,CoreLab Ingredients,PE,g,200,966.33,1553.86,2670.2,454.75,11,0.1791,baixa
INS-04-00098,Acido hialuronico,Ativo funcional,GreenLab Mat-primas,GO,L,50,621.88,1032.51,2213.95,593.68,27,0.0829,media
INS-04-00099,Fragrancia herbal,Fragrancia,Quimnova Trading,SP,L,50,817.32,1308.01,2452.28,724.03,29,0.2483,baixa
INS-04-00100,Cocamidopropil betaina,Tensoativo,CosmoQuimica Brasil,PR,kg,1000,177.19,254.26,539.26,494.66,37,0.017,media
INS-04-00101,Aloe vera concentrado,Ativo funcional,DermaLink Distribuidora,SP,L,500,565.04,878.7,1529.43,432.7,53,-0.0276,baixa
INS-04-00102,Sorbato de potassio,Conservante,GreenLab Mat-primas,SP,g,500,471.2,735.46,1233.19,649.23,10,0.0274,baixa
INS-04-00103,Lauril eter sulfato de sodio,Tensoativo,CosmoQuimica Brasil,RJ,mL,1000,1048.56,1616.31,2771.16,450.76,12,0.2495,media
INS-04-00104,Mica perolada,Corante,GreenLab Mat-primas,BA,L,500,1489.26,1954.93,3326.95,217.28,12,0.1089,baixa
INS-04-00105,Mica perolada,Corante,AromaBase Import,PR,mL,500,835.78,1418.43,2425.94,490.45,43,0.2033,alta
INS-04-00106,Goma guar cationica,Espessante,Essencia Pura Supply,MG,g,50,546.97,735.61,1383.68,770.09,59,0.0031,baixa
INS-04-00107,Fragrancia herbal,Fragrancia,CosmoQuimica Brasil,PR,L,25,755.74,1301.2,2866.09,294.76,56,-0.0282,alta
INS-04-00108,Goma guar cationica,Espessante,CoreLab Ingredients,MG,g,500,82.96,132.57,297.36,114.44,51,-0.0724,media
INS-04-00109,Fragrancia baunilha,Fragrancia,CoreLab Ingredients,SP,mL,200,805.81,1106.44,2185.3,325.38,41,0.0278,alta
INS-04-00110,Sodium cocoyl isethionate,Tensoativo,AromaBase Import,SC,mL,150,1045.13,1779.8,3002.04,527.29,9,0.1363,media
INS-04-00111,Glicerina bidestilada,Umectante,GreenLab Mat-primas,GO,g,25,866.91,1136.0,1830.08,797.12,29,-0.0716,media
INS-04-00112,Butilenoglicol,Umectante,DermaLink Distribuidora,PE,g,25,1440.01,2302.75,4619.35,585.86,18,-0.0439,media
INS-04-00113,Fragrancia citrica,Fragrancia,DermaLink Distribuidora,GO,mL,100,1479.08,2441.39,5584.46,748.36,18,0.1833,alta
INS-04-00114,Fragrancia herbal,Fragrancia,DermaLink Distribuidora,MG,L,200,448.53,593.63,1084.34,655.76,35,-0.0538,media
INS-04-00115,Oxido de ferro amarelo,Corante,NaturaPrima Quimicos,BA,mL,25,889.55,1304.52,2775.36,599.33,39,0.0635,baixa
INS-04-00116,Hidroxietilcelulose,Espessante,BioAtivos Sul,SC,g,250,977.74,1612.06,2888.24,52.65,15,0.1778,baixa
INS-04-00117,Niacinamida,Ativo funcional,NaturaPrima Quimicos,SC,L,250,991.61,1727.37,3352.93,472.32,54,0.1651,alta
INS-04-00118,Mica perolada,Corante,Insumos DermaTech,PR,L,100,1423.66,2345.23,3771.3,623.9,58,0.0029,baixa
INS-04-00119,Acido hialuronico,Ativo funcional,GreenLab Mat-primas,MG,g,50,263.13,365.14,699.68,545.58,45,0.1329,baixa
INS-04-00120,Fragrancia baunilha,Fragrancia,BioAtivos Sul,SP,mL,150,613.81,799.49,1298.45,90.64,32,0.2001,alta
INS-04-00121,Oleo de jojoba,Emoliente,BioAtivos Sul,MG,kg,150,1102.27,1792.58,3268.89,141.64,31,0.0125,media
INS-04-00122,Glicerina bidestilada,Umectante,AromaBase Import,GO,g,100,1032.11,1394.51,3062.88,190.17,18,0.1585,media
INS-04-00123,Fenoxietanol,Conservante,BioAtivos Sul,PR,mL,500,339.72,560.78,969.32,815.93,57,0.19,baixa
INS-04-00124,Lauril eter sulfato de sodio,Tensoativo,CosmoQuimica Brasil,MG,L,500,951.15,1638.53,2697.77,538.58,20,-0.0242,baixa
INS-04-00125,Sorbato de potassio,Conservante,CoreLab Ingredients,BA,kg,100,905.46,1175.03,2268.49,469.84,41,0.2177,media
INS-04-00126,Niacinamida,Ativo funcional,Essencia Pura Supply,PR,mL,500,401.66,639.2,1137.84,117.49,35,0.0867,baixa
INS-04-00127,Aloe vera concentrado,Ativo funcional,AromaBase Import,RJ,g,250,197.84,296.7,682.38,32.35,38,0.1303,media
INS-04-00128,Decil glucosideo,Tensoativo,BioAtivos Sul,MG,mL,250,1469.34,2339.46,3749.63,151.1,15,0.2049,baixa
INS-04-00129,Manteiga de karite,Emoliente,Insumos DermaTech,GO,mL,100,1260.08,2020.76,4028.45,70.27,53,0.1194,alta
INS-04-00130,Mica perolada,Corante,DermaLink Distribuidora,PE,kg,100,246.54,346.91,697.14,517.03,20,0.1092,alta
INS-04-00131,Sodium cocoyl isethionate,Tensoativo,Insumos DermaTech,SC,g,500,1437.36,2420.11,3940.06,714.45,57,-0.0481,media
INS-04-00132,Carmin sintetico,Corante,CoreLab Ingredients,PE,kg,200,164.87,228.0,367.74,755.51,51,0.0373,media
INS-04-00133,Sodium cocoyl isethionate,Tensoativo,Insumos DermaTech,GO,kg,50,1155.57,1571.62,3005.43,79.3,46,0.193,media
INS-04-00134,Aloe vera concentrado,Ativo funcional,BioAtivos Sul,GO,mL,250,1038.54,1342.8,2192.91,98.89,40,0.1514,alta
INS-04-00135,Lauril eter sulfato de sodio,Tensoativo,BioAtivos Sul,MG,mL,100,1478.97,2217.34,3579.11,405.58,36,0.075,baixa
INS-04-00136,Butilenoglicol,Umectante,Insumos DermaTech,PR,L,150,1379.56,2176.74,4826.95,317.68,51,-0.0788,alta
INS-04-00137,Sorbato de potassio,Conservante,Insumos DermaTech,GO,mL,200,1225.48,2030.59,4487.0,327.26,26,0.0079,baixa
INS-04-00138,Niacinamida,Ativo funcional,NaturaPrima Quimicos,SC,L,250,1425.15,2191.26,4106.18,653.59,58,-0.0131,baixa
INS-04-00139,Decil glucosideo,Tensoativo,CoreLab Ingredients,BA,mL,500,167.31,270.07,567.11,809.87,45,0.0699,alta
INS-04-00140,Caprilico caprico triglicerideo,Emoliente,AromaBase Import,SP,g,25,1197.89,1773.01,3484.79,502.46,60,0.0572,baixa
INS-04-00141,Acido hialuronico,Ativo funcional,CoreLab Ingredients,MG,mL,150,714.82,1167.34,1901.83,156.22,50,0.2497,media
INS-04-00142,Niacinamida,Ativo funcional,AromaBase Import,PR,kg,100,1106.3,1637.62,3762.41,50.49,33,0.0326,media
INS-04-00143,Cocamidopropil betaina,Tensoativo,AromaBase Import,RJ,kg,150,868.57,1481.43,3292.97,651.56,31,0.1037,media
INS-04-00144,Glicerina bidestilada,Umectante,CoreLab Ingredients,PE,g,200,733.7,1247.45,2196.01,680.69,56,0.1894,alta
INS-04-00145,Esqualano vegetal,Emoliente,GreenLab Mat-primas,SC,mL,150,316.61,435.04,699.91,664.68,10,0.1568,alta
INS-04-00146,Dioxido de titanio,Corante,CosmoQuimica Brasil,PR,kg,25,176.43,300.34,689.37,365.46,42,0.0492,baixa
INS-04-00147,Propilenoglicol,Umectante,Essencia Pura Supply,RJ,g,150,361.17,493.29,833.4,29.7,14,0.0835,baixa
INS-04-00148,Sorbato de potassio,Conservante,AromaBase Import,SP,g,50,865.76,1202.65,2642.79,596.09,36,0.0291,baixa
INS-04-00149,Sodium cocoyl isethionate,Tensoativo,BioAtivos Sul,SP,kg,1000,837.93,1397.58,2572.09,666.32,5,0.1362,media
INS-04-00150,Sodium cocoyl isethionate,Tensoativo,DermaLink Distribuidora,MG,mL,500,1058.5,1781.18,3732.11,710.16,37,0.2392,media
INS-04-00151,Fragrancia herbal,Fragrancia,Insumos DermaTech,RJ,kg,250,508.66,853.48,1594.83,142.12,11,-0.0125,media
INS-04-00152,Goma xantana,Espessante,GreenLab Mat-primas,RJ,kg,1000,733.08,932.0,1814.7,271.28,24,-0.0163,media
INS-04-00153,Carmin sintetico,Corante,CoreLab Ingredients,RJ,g,1000,596.64,1001.18,1869.95,277.75,48,0.2186,alta
INS-04-00154,Pantenol,Ativo funcional,GreenLab Mat-primas,PR,mL,200,413.41,666.33,1520.22,739.49,40,-0.0712,media
INS-04-00155,Oxido de ferro amarelo,Corante,AromaBase Import,PE,g,150,984.57,1480.84,2840.15,125.21,17,0.2438,media
INS-04-00156,Caprilico caprico triglicerideo,Emoliente,Insumos DermaTech,PR,kg,100,725.05,1150.74,2382.12,795.29,59,0.0531,alta
INS-04-00157,Mica perolada,Corante,CosmoQuimica Brasil,MG,mL,500,1266.93,1837.73,4049.88,85.81,59,0.1672,alta
INS-04-00158,Carbopol,Espessante,BioAtivos Sul,GO,kg,500,90.53,138.73,254.33,287.32,42,-0.0318,media
INS-04-00159,Goma guar cationica,Espessante,AromaBase Import,PE,mL,50,114.76,162.32,340.55,482.22,13,0.0532,media
INS-04-00160,Acido hialuronico,Ativo funcional,Quimnova Trading,SP,g,50,1321.5,2279.87,5218.97,732.69,30,0.1709,alta
INS-04-00161,Lauril eter sulfato de sodio,Tensoativo,AromaBase Import,PE,kg,1000,820.76,1413.68,2870.52,160.43,36,-0.046,media
INS-04-00162,Pantenol,Ativo funcional,CosmoQuimica Brasil,SC,g,100,305.97,438.98,784.41,543.18,41,-0.0559,baixa
INS-04-00163,Dioxido de titanio,Corante,Essencia Pura Supply,BA,g,200,425.58,550.88,919.88,265.93,10,0.1635,alta
INS-04-00164,Esqualano vegetal,Emoliente,BioAtivos Sul,PR,mL,100,1305.01,2181.68,3636.96,658.81,31,-0.0279,baixa
INS-04-00165,Fragrancia citrica,Fragrancia,Essencia Pura Supply,MG,L,250,1452.89,2469.13,4249.87,132.7,30,-0.0005,media
INS-04-00166,Acido hialuronico,Ativo funcional,Insumos DermaTech,RJ,mL,25,642.83,955.2,1823.01,657.36,54,0.1293,alta
INS-04-00167,Lauril eter sulfato de sodio,Tensoativo,NaturaPrima Quimicos,RJ,kg,200,900.68,1383.37,2803.57,307.85,52,-0.0777,media
INS-04-00168,Cocamidopropil betaina,Tensoativo,AromaBase Import,SC,L,500,1499.71,2158.96,4728.07,764.16,32,0.1857,alta
INS-04-00169,Fragrancia citrica,Fragrancia,Insumos DermaTech,SP,g,100,346.8,505.97,934.58,189.98,33,0.2407,media
INS-04-00170,Sorbitol,Umectante,Insumos DermaTech,MG,kg,50,221.19,369.8,626.67,758.72,8,0.2184,alta
INS-04-00171,Sorbitol,Umectante,DermaLink Distribuidora,RJ,L,150,364.67,565.06,1103.23,208.52,60,0.0914,media
INS-04-00172,Acido dehidroacetico,Conservante,Quimnova Trading,SC,mL,500,158.63,239.93,411.87,261.72,55,0.0693,baixa
INS-04-00173,Fragrancia herbal,Fragrancia,NaturaPrima Quimicos,GO,mL,100,719.17,1252.07,2133.68,713.43,46,-0.0011,media
INS-04-00174,Fragrancia floral suave,Fragrancia,GreenLab Mat-primas,PE,mL,200,246.51,400.62,802.38,811.72,43,0.1656,alta
INS-04-00175,Aloe vera concentrado,Ativo funcional,NaturaPrima Quimicos,PE,kg,50,1019.02,1532.91,2767.88,366.98,9,0.1308,media
INS-04-00176,Sorbitol,Umectante,CosmoQuimica Brasil,GO,g,500,656.73,1016.83,2140.65,601.21,29,0.2419,baixa
INS-04-00177,Mica perolada,Corante,Essencia Pura Supply,PE,g,25,1261.57,1647.33,3167.03,518.63,15,0.1899,baixa
INS-04-00178,Fenoxietanol,Conservante,BioAtivos Sul,PE,L,100,633.01,908.71,1731.59,638.02,18,0.0131,baixa
INS-04-00179,Niacinamida,Ativo funcional,CoreLab Ingredients,MG,mL,1000,996.05,1584.62,3472.84,143.57,44,0.1778,baixa
INS-04-00180,Benzoato de sodio,Conservante,AromaBase Import,GO,kg,1000,1151.58,1604.97,3035.9,125.3,29,-0.0502,media
INS-04-00181,Caprilico caprico triglicerideo,Emoliente,DermaLink Distribuidora,PE,kg,1000,178.1,234.57,530.11,744.86,28,-0.0432,alta
INS-04-00182,Niacinamida,Ativo funcional,CoreLab Ingredients,SC,kg,1000,993.14,1476.23,3019.68,170.37,36,0.0461,alta
INS-04-00183,Mica perolada,Corante,BioAtivos Sul,GO,mL,250,338.78,535.01,922.63,380.39,53,0.2352,baixa
INS-04-00184,Pantenol,Ativo funcional,BioAtivos Sul,SP,g,1000,139.42,222.52,382.47,247.56,42,-0.0065,alta
INS-04-00185,Dioxido de titanio,Corante,CosmoQuimica Brasil,MG,mL,500,684.43,1044.57,2018.25,24.54,47,0.0199,alta
INS-04-00186,Sorbitol,Umectante,GreenLab Mat-primas,SC,L,100,1368.13,1800.59,3199.5,758.95,14,0.1159,media
INS-04-00187,Benzoato de sodio,Conservante,GreenLab Mat-primas,BA,L,25,450.56,767.47,1756.09,565.28,23,0.1412,media
INS-04-00188,Carmin sintetico,Corante,NaturaPrima Quimicos,SP,L,100,965.12,1377.8,2452.66,187.34,53,0.0572,baixa
INS-04-00189,Benzoato de sodio,Conservante,Insumos DermaTech,RJ,g,50,1402.57,2138.91,3440.27,241.76,50,0.207,media
INS-04-00190,Acido hialuronico,Ativo funcional,Quimnova Trading,GO,kg,500,433.94,646.93,1106.18,487.53,52,0.21,alta
INS-04-00191,Glicerina bidestilada,Umectante,GreenLab Mat-primas,SC,kg,50,167.26,215.86,388.18,608.04,50,0.2285,alta
INS-04-00192,Sorbitol,Umectante,BioAtivos Sul,PE,mL,50,476.66,731.14,1503.76,289.94,38,0.0641,alta
INS-04-00193,Esqualano vegetal,Emoliente,NaturaPrima Quimicos,BA,g,200,567.19,758.54,1356.91,27.62,53,-0.0696,media
INS-04-00194,Pantenol,Ativo funcional,DermaLink Distribuidora,BA,g,200,413.18,709.12,1254.63,360.12,27,-0.0795,media
INS-04-00195,Glicerina bidestilada,Umectante,GreenLab Mat-primas,PR,mL,100,1274.99,1686.92,3516.57,583.66,38,-0.0107,media
