id_insumo,insumo,categoria,fornecedor,regiao_fornecedor,unidade_medida,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,prazo_entrega_dias,indice_reajuste_12m,criticidade_insumo
INS-02-00138,Fenoxietanol,Conservante,NaturaPrima Quimicos,PE,g,150,793.15,1040.53,2321.08,541.97,46,0.1826,baixa
INS-02-00139,Sorbitol,Umectante,BioAtivos Sul,MG,L,100,629.06,955.1,2014.21,216.01,47,0.0805,baixa
INS-02-00140,Pantenol,Ativo funcional,Quimnova Trading,PE,L,1000,1451.95,2245.31,4022.26,129.58,59,-0.0343,media
INS-02-00141,Fragrancia baunilha,Fragrancia,NaturaPrima Quimicos,GO,kg,150,991.18,1347.65,2860.57,140.14,54,0.2123,alta
INS-02-00142,Acido hialuronico,Ativo funcional,NaturaPrima Quimicos,BA,L,100,1015.1,1436.53,2399.31,537.55,24,0.145,alta
INS-02-00143,Sodium cocoyl isethionate,Tensoativo,BioAtivos Sul,RJ,L,25,964.89,1594.54,3446.2,573.89,23,0.1614,alta
INS-02-00144,Sorbato de potassio,Conservante,Insumos DermaTech,BA,L,100,931.37,1621.13,2998.02,498.82,13,0.0892,alta
INS-02-00145,Acido hialuronico,Ativo funcional,CosmoQuimica Brasil,SP,L,150,915.92,1496.77,3042.14,41.16,44,-0.0039,media
INS-02-00146,Sorbitol,Umectante,Insumos DermaTech,SC,g,200,1413.98,2010.42,4300.41,492.02,51,0.021,alta
INS-02-00147,Propilenoglicol,Umectante,GreenLab Mat-primas,SC,L,100,688.27,925.09,1993.1,176.99,17,0.0801,media
INS-02-00148,Carmin sintetico,Corante,BioAtivos Sul,RJ,kg,1000,848.75,1100.14,2506.55,170.28,60,0.2198,media
INS-02-00149,Mica perolada,Corante,Insumos DermaTech,GO,mL,100,1301.22,1899.85,3500.36,320.03,27,0.197,baixa
INS-02-00150,Carmin sintetico,Corante,Insumos DermaTech,PR,L,1000,212.92,332.38,552.02,448.24,19,0.0408,baixa
INS-02-00151,Dioxido de titanio,Corante,CosmoQuimica Brasil,SP,L,50,372.26,607.2,1101.19,626.77,51,0.0059,baixa
INS-02-00152,Aloe vera concentrado,Ativo funcional,BioAtivos Sul,RJ,mL,100,113.55,179.51,369.53,118.9,19,0.2381,alta
INS-02-00153,Benzoato de sodio,Conservante,Quimnova Trading,GO,mL,25,1445.63,2093.86,3927.47,803.1,19,-0.0798,media
INS-02-00154,Esqualano vegetal,Emoliente,AromaBase Import,PE,g,500,1219.41,2086.64,4432.76,423.77,32,0.105,baixa
INS-02-00155,Sorbato de potassio,Conservante,DermaLink Distribuidora,PR,L,50,202.7,255.2,518.78,436.59,25,-0.0753,alta
INS-02-00156,Acido hialuronico,Ativo funcional,GreenLab Mat-primas,GO,L,250,350.35,546.14,1022.37,246.22,60,0.1468,baixa
INS-02-00157,Oleo de jojoba,Emoliente,BioAtivos Sul,PR,mL,25,1283.47,2141.4,4596.01,174.86,58,0.2389,baixa
INS-02-00158,Sodium cocoyl isethionate,Tensoativo,Quimnova Trading,GO,g,200,1335.34,2179.61,4983.81,285.88,58,0.1516,alta
INS-02-00159,Fragrancia baunilha,Fragrancia,CoreLab Ingredients,PE,L,100,352.46,513.77,956.85,767.28,32,0.1129,baixa
INS-02-00160,Oleo de jojoba,Emoliente,AromaBase Import,SC,L,1000,84.41,113.42,214.52,612.23,41,-0.0533,alta
INS-02-00161,Fragrancia baunilha,Fragrancia,BioAtivos Sul,PR,kg,50,1331.06,2213.89,5040.74,183.83,53,-0.0269,alta
INS-02-00162,Caprilico caprico triglicerideo,Emoliente,AromaBase Import,RJ,mL,100,794.09,1323.37,2251.55,608.01,7,0.1721,baixa
INS-02-00163,Propilenoglicol,Umectante,Essencia Pura Supply,RJ,kg,150,1091.63,1458.1,2461.98,615.51,11,0.2391,baixa
INS-02-00164,Esqualano vegetal,Emoliente,CosmoQuimica Brasil,MG,kg,1000,1227.14,1719.52,3331.58,33.12,42,0.0644,media
INS-02-00165,Goma guar cationica,Espessante,BioAtivos Sul,RJ,g,50,1459.82,1861.59,4223.01,281.93,13,-0.0356,baixa
INS-02-00166,Hidroxietilcelulose,Espessante,BioAtivos Sul,MG,g,100,751.44,1036.44,2284.41,638.66,5,0.079,media
INS-02-00167,Benzoato de sodio,Conservante,BioAtivos Sul,SC,g,100,1465.83,2168.21,4934.39,43.94,57,0.2113,media
INS-02-00168,Niacinamida,Ativo funcional,GreenLab Mat-primas,RJ,mL,200,1140.76,1926.15,3370.57,347.47,10,0.064,alta
INS-02-00169,Butilenoglicol,Umectante,BioAtivos Sul,BA,mL,25,1395.63,1884.17,3229.17,691.31,28,0.0999,alta
INS-02-00170,Aloe vera concentrado,Ativo funcional,BioAtivos Sul,RJ,kg,50,710.36,899.55,1957.12,648.47,14,0.1078,media
INS-02-00171,Benzoato de sodio,Conservante,BioAtivos Sul,GO,L,150,1042.16,1747.87,3843.63,812.17,18,0.0103,baixa
INS-02-00172,Benzoato de sodio,Conservante,AromaBase Import,SC,L,100,284.72,398.91,642.91,220.9,17,0.215,media
INS-02-00173,Goma guar cationica,Espessante,CoreLab Ingredients,MG,g,1000,721.83,906.82,1936.47,99.29,12,0.0804,baixa
INS-02-00174,Fragrancia citrica,Fragrancia,Insumos DermaTech,PR,kg,25,848.86,1160.61,2358.39,684.82,20,0.1527,media
INS-02-00175,Hidroxietilcelulose,Espessante,Quimnova Trading,GO,mL,500,1424.53,1788.07,4052.85,679.35,23,0.1651,media
INS-02-00176,Cocamidopropil betaina,Tensoativo,GreenLab Mat-primas,SC,mL,500,1022.09,1785.28,3732.47,104.54,56,0.1832,media
INS-02-00177,Carmin sintetico,Corante,Quimnova Trading,SP,L,500,509.0,745.13,1274.41,361.87,40,0.2348,media
INS-02-00178,Sorbitol,Umectante,Quimnova Trading,BA,mL,200,1490.66,2269.36,4158.46,247.09,29,0.0003,media
INS-02-00179,Propilenoglicol,Umectante,CosmoQuimica Brasil,MG,kg,25,234.9,351.22,656.94,211.71,20,0.0801,alta
INS-02-00180,Fragrancia citrica,Fragrancia,CosmoQuimica Brasil,RJ,mL,200,675.74,968.57,2197.06,264.96,45,-0.0596,media
INS-02-00181,Propilenoglicol,Umectante,Quimnova Trading,SP,L,1000,725.46,1106.55,2457.78,664.11,51,0.1665,baixa
INS-02-00182,Caprilico caprico triglicerideo,Emoliente,BioAtivos Sul,SP,kg,150,149.24,245.56,472.59,690.69,13,0.2207,media
INS-02-00183,Acido hialuronico,Ativo funcional,BioAtivos Sul,GO,L,200,168.51,258.66,475.21,285.53,36,-0.0395,baixa
INS-02-00184,Esqualano vegetal,Emoliente,BioAtivos Sul,GO,mL,50,926.05,1327.15,2379.57,450.96,33,0.2145,media
INS-02-00185,Fragrancia baunilha,Fragrancia,NaturaPrima Quimicos,GO,g,25,1024.64,1780.92,3738.07,272.64,10,-0.0363,media
INS-02-00186,Dioxido de titanio,Corante,GreenLab Mat-primas,SC,kg,150,765.12,1060.68,2279.8,64.23,28,-0.0323,alta
INS-02-00187,Butilenoglicol,Umectante,Essencia Pura Supply,SC,g,1000,1212.65,1980.98,3178.22,440.01,8,0.0543,alta
INS-02-00188,Pantenol,Ativo funcional,GreenLab Mat-primas,PR,g,500,421.08,569.92,1255.93,106.65,58,0.018,alta
INS-02-00189,Acido hialuronico,Ativo funcional,Quimnova Trading,SP,L,25,1448.56,1922.65,3354.22,801.56,45,0.185,alta
INS-02-00190,Glicerina bidestilada,Umectante,GreenLab Mat-primas,PR,kg,150,747.15,1270.3,2405.3,445.96,32,0.1954,alta
INS-02-00191,Butilenoglicol,Umectante,CosmoQuimica Brasil,SP,kg,1000,1094.79,1376.21,3065.59,532.35,26,0.0306,baixa
INS-02-00192,Decil glucosideo,Tensoativo,DermaLink Distribuidora,GO,kg,150,1470.39,2035.24,4267.36,66.56,28,0.1238,baixa
INS-02-00193,Propilenoglicol,Umectante,Quimnova Trading,SC,kg,100,277.95,392.52,880.47,371.93,44,0.2208,alta
INS-02-00194,Oxido de ferro amarelo,Corante,Essencia Pura Supply,RJ,mL,25,696.09,878.83,1661.79,226.64,10,0.2205,alta
INS-02-00195,Niacinamida,Ativo funcional,BioAtivos Sul,SP,g,150,432.75,584.37,1067.06,655.35,47,-0.0075,baixa
