id_insumo,insumo,categoria,fornecedor,regiao_fornecedor,unidade_medida,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,prazo_entrega_dias,indice_reajuste_12m,criticidade_insumo
INS-01-00031,Oxido de ferro amarelo,Corante,Insumos DermaTech,GO,g,200,333.57,577.5,1031.31,99.59,51,0.1795,media
INS-01-00032,Sodium cocoyl isethionate,Tensoativo,DermaLink Distribuidora,PR,g,150,441.71,708.68,1134.73,759.86,32,-0.0569,alta
INS-01-00033,Dioxido de titanio,Corante,Insumos DermaTech,MG,L,200,800.11,1266.93,2316.36,575.34,31,0.1394,media
INS-01-00034,Sorbato de potassio,Conservante,Quimnova Trading,BA,mL,25,511.5,693.13,1490.25,502.18,33,0.0659,baixa
INS-01-00035,Propilenoglicol,Umectante,Insumos DermaTech,PR,g,200,811.94,1271.88,2333.43,673.29,19,0.1862,baixa
INS-01-00036,Oleo de jojoba,Emoliente,BioAtivos Sul,PR,mL,1000,948.01,1549.28,2972.75,728.0,36,0.0519,baixa
INS-01-00037,Oleo de jojoba,Emoliente,Quimnova Trading,PR,kg,150,329.76,570.15,1118.96,52.58,34,-0.036,media
INS-01-00038,Carmin sintetico,Corante,DermaLink Distribuidora,PE,mL,500,1259.41,1919.26,4276.2,612.87,21,0.1681,alta
INS-01-00039,Fragrancia baunilha,Fragrancia,BioAtivos Sul,RJ,L,200,704.62,1132.16,1997.29,283.36,14,-0.0037,alta
INS-01-00040,Benzoato de sodio,Conservante,Insumos DermaTech,GO,mL,500,658.79,1002.22,1895.24,179.12,54,0.1127,alta
INS-01-00041,Esqualano vegetal,Emoliente,GreenLab Mat-primas,GO,L,25,1418.69,1985.18,3718.22,732.45,36,-0.0076,media
INS-01-00042,Glicerina bidestilada,Umectante,Quimnova Trading,MG,kg,250,1029.8,1698.21,3578.0,691.13,30,0.1153,alta
INS-01-00043,Oleo de jojoba,Emoliente,Quimnova Trading,PE,g,100,1310.93,1757.78,3132.56,276.5,26,0.1712,media
INS-01-00044,Fragrancia baunilha,Fragrancia,AromaBase Import,PR,kg,50,747.84,1214.88,1988.1,781.15,54,0.2359,baixa
INS-01-00045,Manteiga de karite,Emoliente,BioAtivos Sul,PR,mL,25,962.3,1317.65,2545.03,104.43,49,0.0046,media
INS-01-00046,Fenoxietanol,Conservante,NaturaPrima Quimicos,GO,mL,200,233.5,294.87,536.18,559.3,50,-0.0146,alta
INS-01-00047,Niacinamida,Ativo funcional,AromaBase Import,BA,kg,50,1210.64,1855.87,3022.75,442.46,37,0.1337,baixa
INS-01-00048,Goma guar cationica,Espessante,Insumos DermaTech,GO,L,500,1444.32,2264.39,4936.59,583.51,51,0.0922,alta
INS-01-00049,Fragrancia baunilha,Fragrancia,GreenLab Mat-primas,RJ,g,500,1252.54,1936.72,3535.7,210.36,33,0.0005,media
INS-01-00050,Hidroxietilcelulose,Espessante,CosmoQuimica Brasil,BA,g,1000,1288.35,1727.57,3020.63,656.65,43,0.1514,media
INS-01-00051,Manteiga de karite,Emoliente,Insumos DermaTech,PE,mL,150,1102.51,1647.47,3510.29,570.01,55,-0.0743,media
INS-01-00052,Aloe vera concentrado,Ativo funcional,BioAtivos Sul,BA,g,200,1022.82,1467.25,2916.06,289.76,49,0.0697,media
INS-01-00053,Fragrancia citrica,Fragrancia,Insumos DermaTech,PR,L,150,528.08,856.25,1939.93,569.65,52,0.0798,alta
INS-01-00054,Fragrancia floral suave,Fragrancia,BioAtivos Sul,SC,kg,200,403.03,539.95,869.27,443.58,8,0.1026,alta
INS-01-00055,Acido dehidroacetico,Conservante,Insumos DermaTech,SP,g,25,895.17,1329.06,2536.28,160.97,60,0.0777,baixa
INS-01-00056,Goma guar cationica,Espessante,Insumos DermaTech,PR,kg,25,295.45,489.14,1107.6,80.83,40,0.1723,alta
INS-01-00057,Aloe vera concentrado,Ativo funcional,GreenLab Mat-primas,SP,kg,1000,502.24,775.59,1473.76,471.45,53,-0.0114,baixa
INS-01-00058,Fragrancia floral suave,Fragrancia,NaturaPrima Quimicos,PE,g,150,326.82,420.79,674.05,376.01,7,-0.0036,alta
INS-01-00059,Fragrancia baunilha,Fragrancia,Insumos DermaTech,PR,mL,150,1391.95,2288.25,4662.4,546.24,12,0.0997,alta
INS-01-00060,Sorbato de potassio,Conservante,NaturaPrima Quimicos,SC,mL,50,164.69,271.13,546.74,677.99,12,0.0747,media
INS-01-00061,Hidroxietilcelulose,Espessante,Essencia Pura Supply,SC,kg,1000,701.62,1086.82,2415.56,605.5,10,-0.0045,alta
INS-01-00062,Caprilico caprico triglicerideo,Emoliente,DermaLink Distribuidora,SC,L,25,1163.61,1556.44,3055.72,369.32,42,0.0638,media
INS-01-00063,Sodium cocoyl isethionate,Tensoativo,CoreLab Ingredients,PE,g,500,553.3,877.02,1929.81,278.48,47,0.2319,alta
INS-01-00064,Esqualano vegetal,Emoliente,Insumos DermaTech,SP,mL,250,438.41,573.42,1227.57,710.85,31,-0.0621,alta
INS-01-00065,Carmin sintetico,Corante,GreenLab Mat-primas,PE,kg,25,369.05,562.66,1265.63,366.0,6,0.2411,alta
INS-01-00066,Acido hialuronico,Ativo funcional,AromaBase Import,PE,kg,25,864.2,1120.53,2571.15,749.65,46,0.1946,media
INS-01-00067,Fragrancia herbal,Fragrancia,Quimnova Trading,MG,kg,1000,1471.95,2019.32,4010.14,321.94,22,0.175,media
INS-01-00068,Dioxido de titanio,Corante,CosmoQuimica Brasil,MG,mL,200,1110.99,1853.95,3718.92,545.23,39,0.0798,media
INS-01-00069,Goma guar cationica,Espessante,CoreLab Ingredients,GO,kg,150,1472.7,2016.72,3767.39,703.66,25,0.1658,alta
INS-01-00070,Goma guar cationica,Espessante,NaturaPrima Quimicos,RJ,mL,1000,1450.05,1904.09,4333.23,280.25,11,0.0936,media
INS-01-00071,Manteiga de karite,Emoliente,Quimnova Trading,GO,kg,100,186.26,305.61,545.67,515.59,59,0.0284,alta
INS-01-00072,Hidroxietilcelulose,Espessante,GreenLab Mat-primas,PR,kg,25,956.79,1308.3,2720.06,244.2,32,0.2429,alta
INS-01-00073,Sodium cocoyl isethionate,Tensoativo,NaturaPrima Quimicos,BA,mL,200,1362.86,1734.91,3742.72,249.04,14,0.0006,media
INS-01-00074,Benzoato de sodio,Conservante,NaturaPrima Quimicos,MG,L,50,945.48,1362.69,2831.93,414.12,34,0.1305,media
INS-01-00075,Fragrancia floral suave,Fragrancia,GreenLab Mat-primas,SC,mL,200,1042.21,1385.08,2644.41,291.22,49,0.0025,media
INS-01-00076,Aloe vera concentrado,Ativo funcional,GreenLab Mat-primas,SC,kg,50,416.83,640.23,1281.98,814.1,58,0.1372,media
INS-01-00077,Oleo de jojoba,Emoliente,DermaLink Distribuidora,BA,L,1000,1262.63,2148.32,4603.89,197.94,45,-0.0173,media
INS-01-00078,Fenoxietanol,Conservante,CosmoQuimica Brasil,SC,g,200,1199.83,1519.8,2819.84,118.18,52,0.0571,baixa
INS-01-00079,Sorbato de potassio,Conservante,Essencia Pura Supply,SC,g,200,1259.27,1735.88,3779.5,401.33,56,-0.042,baixa
INS-01-00080,Benzoato de sodio,Conservante,Quimnova Trading,BA,g,250,208.23,301.37,537.98,111.86,42,0.0457,alta
INS-01-00081,Oxido de ferro amarelo,Corante,BioAtivos Sul,PR,kg,1000,115.54,195.51,389.65,751.53,45,0.1919,alta
INS-01-00082,Fragrancia baunilha,Fragrancia,Insumos DermaTech,PR,L,100,144.39,183.17,420.77,105.83,29,0.0697,alta
INS-01-00083,Carbopol,Espessante,Quimnova Trading,BA,L,50,1263.84,1968.84,4444.34,238.03,33,0.0667,baixa
INS-01-00084,Oxido de ferro amarelo,Corante,CoreLab Ingredients,PE,kg,250,165.98,230.37,524.72,778.8,47,-0.01,alta
INS-01-00085,Oleo de jojoba,Emoliente,CoreLab Ingredients,PR,L,150,1484.13,2439.15,4253.01,682.49,57,0.207,media
INS-01-00086,Fenoxietanol,Conservante,AromaBase Import,SP,L,100,1482.29,2253.24,4864.65,100.82,5,0.0382,baixa
INS-01-00087,Oxido de ferro amarelo,Corante,NaturaPrima Quimicos,PE,mL,200,154.41,250.28,492.62,614.5,54,0.0395,alta
INS-01-00088,Sodium cocoyl isethionate,Tensoativo,Essencia Pura Supply,SC,mL,150,1422.49,1808.96,3886.11,712.52,46,0.2381,baixa
INS-01-00089,Butilenoglicol,Umectante,Quimnova Trading,MG,kg,50,776.18,1323.27,2185.31,77.28,13,0.0108,alta
INS-01-00090,Carmin sintetico,Corante,DermaLink Distribuidora,PR,mL,200,724.28,1124.6,1877.44,579.04,33,0.2131,media
INS-01-00091,Carmin sintetico,Corante,Quimnova Trading,MG,mL,500,1116.05,1569.47,2854.5,217.95,9,-0.0499,baixa
INS-01-00092,Sodium cocoyl isethionate,Tensoativo,Insumos DermaTech,BA,kg,250,1232.71,1883.81,3787.45,465.76,31,0.0367,alta
INS-01-00093,Goma xantana,Espessante,AromaBase Import,PR,kg,200,579.34,891.58,1559.3,542.64,27,0.199,media
INS-01-00094,Decil glucosideo,Tensoativo,DermaLink Distribuidora,SP,g,150,1226.25,2051.0,4680.76,673.29,6,-0.0205,alta
INS-01-00095,Fragrancia herbal,Fragrancia,CoreLab Ingredients,SP,kg,25,337.6,446.18,919.19,68.23,52,0.0951,media
INS-01-00096,Goma guar cationica,Espessante,CoreLab Ingredients,RJ,kg,100,605.48,975.31,2090.85,470.62,14,-0.0281,alta
INS-01-00097,Oleo de jojoba,Emoliente,AromaBase Import,RJ,g,1000,1019.95,1522.61,2907.32,232.72,32,-0.0434,alta
INS-01-00098,Sorbitol,Umectante,CosmoQuimica Brasil,PR,L,150,641.27,993.75,1595.35,255.55,53,0.0043,media
INS-01-00099,Cocamidopropil betaina,Tensoativo,GreenLab Mat-primas,BA,kg,500,329.49,474.5,992.92,416.21,30,0.2044,baixa
INS-01-00100,Goma xantana,Espessante,GreenLab Mat-primas,GO,g,50,1304.2,2005.7,4014.17,585.28,12,0.0537,media
INS-01-00101,Acido dehidroacetico,Conservante,CoreLab Ingredients,RJ,mL,50,700.13,912.22,1737.75,335.56,60,0.0224,media
INS-01-00102,Pantenol,Ativo funcional,NaturaPrima Quimicos,BA,g,50,804.89,1052.0,2058.73,743.99,51,0.2362,alta
INS-01-00103,Benzoato de sodio,Conservante,Insumos DermaTech,RJ,L,100,443.47,592.81,1011.93,625.4,54,0.1272,media
INS-01-00104,Sorbitol,Umectante,CoreLab Ingredients,SP,g,100,704.46,1045.74,2135.37,655.43,37,-0.0555,media
INS-01-00105,Glicerina bidestilada,Umectante,CosmoQuimica Brasil,GO,mL,250,1261.01,1624.64,3582.29,703.08,42,0.1029,alta
INS-01-00106,Esqualano vegetal,Emoliente,DermaLink Distribuidora,RJ,g,150,536.57,798.32,1361.62,61.99,50,-0.0522,alta
INS-01-00107,Fenoxietanol,Conservante,BioAtivos Sul,SC,mL,1000,1487.2,2248.7,4557.81,306.03,31,0.1756,alta
INS-01-00108,Caprilico caprico triglicerideo,Emoliente,Insumos DermaTech,MG,g,250,214.2,340.4,612.35,596.78,10,0.1123,baixa
INS-01-00109,Dioxido de titanio,Corante,Quimnova Trading,BA,L,100,924.96,1590.01,2888.58,316.36,47,0.1519,alta
INS-01-00110,Sodium cocoyl isethionate,Tensoativo,Essencia Pura Supply,PE,L,250,105.89,148.72,336.97,288.12,19,0.25,baixa
INS-01-00111,Decil glucosideo,Tensoativo,Insumos DermaTech,MG,L,25,1019.94,1721.86,3499.89,494.58,16,0.1943,alta
INS-01-00112,Acido dehidroacetico,Conservante,CosmoQuimica Brasil,PE,L,500,597.31,961.55,2191.1,505.36,39,-0.0011,media
INS-01-00113,Pantenol,Ativo funcional,DermaLink Distribuidora,MG,L,1000,735.59,1023.12,1910.48,438.19,56,0.1195,media
INS-01-00114,Esqualano vegetal,Emoliente,CoreLab Ingredients,MG,g,50,1090.19,1643.96,2773.81,79.77,33,0.2188,baixa
INS-01-00115,Goma xantana,Espessante,BioAtivos Sul,BA,L,1000,1336.17,2291.85,4332.58,332.33,29,0.2482,media
INS-01-00116,Niacinamida,Ativo funcional,CoreLab Ingredients,SC,mL,50,1271.63,2002.79,4313.94,123.18,49,0.1943,alta
INS-01-00117,Butilenoglicol,Umectante,DermaLink Distribuidora,GO,kg,25,1366.32,1720.88,3013.19,132.81,54,0.0151,media
INS-01-00118,Cocamidopropil betaina,Tensoativo,BioAtivos Sul,PE,kg,500,987.31,1541.59,2534.32,688.04,45,0.0901,baixa
INS-01-00119,Sorbato de potassio,Conservante,Quimnova Trading,RJ,g,25,953.03,1305.92,2470.27,548.81,9,0.2346,alta
INS-01-00120,Esqualano vegetal,Emoliente,GreenLab Mat-primas,RJ,g,25,982.65,1710.32,3040.19,25.12,20,0.1619,alta
INS-01-00121,Decil glucosideo,Tensoativo,NaturaPrima Quimicos,PE,mL,25,580.26,823.55,1688.24,682.95,45,-0.0198,baixa
INS-01-00122,Sodium cocoyl isethionate,Tensoativo,CosmoQuimica Brasil,SC,mL,200,366.26,602.7,1338.03,267.0,57,0.0992,media
INS-01-00123,Manteiga de karite,Emoliente,AromaBase Import,BA,mL,250,1304.24,1661.47,3420.99,232.76,30,0.1653,media
INS-01-00124,Mica perolada,Corante,GreenLab Mat-primas,GO,kg,1000,601.63,991.87,1772.18,78.75,32,0.1188,baixa
INS-01-00125,Fragrancia herbal,Fragrancia,Insumos DermaTech,MG,mL,50,545.65,762.72,1458.43,591.87,27,0.0676,alta
INS-01-00126,Carmin sintetico,Corante,AromaBase Import,MG,kg,25,186.56,292.67,542.7,659.29,14,0.2001,alta
INS-01-00127,Glicerina bidestilada,Umectante,NaturaPrima Quimicos,SP,L,50,415.11,652.79,1209.95,779.17,48,0.0685,media
INS-01-00128,Carmin sintetico,Corante,Insumos DermaTech,RJ,kg,100,831.83,1205.34,2476.6,213.69,52,-0.0186,alta
INS-01-00129,Goma xantana,Espessante,AromaBase Import,PE,L,200,1079.73,1465.5,2972.49,572.74,12,-0.0352,baixa
INS-01-00130,Propilenoglicol,Umectante,GreenLab Mat-primas,RJ,g,50,1230.93,2134.16,4888.51,551.61,24,0.2009,alta
INS-01-00131,Sorbato de potassio,Conservante,Essencia Pura Supply,SP,g,150,252.33,340.77,578.36,650.62,40,0.1089,media
INS-01-00132,Fenoxietanol,Conservante,Insumos DermaTech,GO,kg,200,645.39,1038.09,2008.77,343.92,13,0.2409,alta
INS-01-00133,Sodium cocoyl isethionate,Tensoativo,GreenLab Mat-primas,MG,mL,250,262.24,436.51,866.87,486.93,37,0.2205,baixa
INS-01-00134,Lauril eter sulfato de sodio,Tensoativo,AromaBase Import,SC,kg,100,309.99,532.37,935.82,777.57,21,-0.0152,alta
INS-01-00135,Fragrancia citrica,Fragrancia,AromaBase Import,BA,kg,50,793.65,1058.98,2392.37,136.59,57,0.205,baixa
INS-01-00136,Caprilico caprico triglicerideo,Emoliente,BioAtivos Sul,SC,mL,500,957.71,1211.64,2692.62,452.83,20,0.1855,alta
INS-01-00137,Hidroxietilcelulose,Espessante,GreenLab Mat-primas,BA,L,50,1057.83,1405.9,2658.47,387.27,25,0.2043,media
INS-01-00138,Carmin sintetico,Corante,NaturaPrima Quimicos,PE,L,250,811.27,1057.16,1870.34,111.0,14,-0.0481,media
INS-01-00139,Goma guar cationica,Espessante,BioAtivos Sul,MG,mL,100,1235.14,2120.58,4463.38,165.39,37,0.074,media
INS-01-00140,Glicerina bidestilada,Umectante,Insumos DermaTech,SP,g,500,797.73,1382.74,2420.63,297.14,36,0.1172,alta
INS-01-00141,Sorbitol,Umectante,Essencia Pura Supply,GO,g,25,1282.98,1880.16,4169.67,599.83,7,0.0522,alta
INS-01-00142,Pantenol,Ativo funcional,Essencia Pura Supply,RJ,L,200,184.42,277.02,591.46,238.01,11,0.05,media
INS-01-00143,Mica perolada,Corante,BioAtivos Sul,PE,mL,500,790.11,1005.53,1705.3,281.1,14,0.1201,alta
INS-01-00144,Sorbato de potassio,Conservante,DermaLink Distribuidora,BA,mL,250,310.75,542.35,1148.44,253.78,50,0.1058,media
INS-01-00145,Caprilico caprico triglicerideo,Emoliente,CoreLab Ingredients,SP,mL,50,1471.46,2268.77,4895.39,598.06,21,0.2391,alta
INS-01-00146,Niacinamida,Ativo funcional,DermaLink Distribuidora,MG,L,1000,322.13,503.98,1025.0,691.66,7,0.1089,alta
INS-01-00147,Lauril eter sulfato de sodio,Tensoativo,CosmoQuimica Brasil,PE,kg,1000,525.44,696.58,1451.22,343.58,50,-0.0344,baixa
INS-01-00148,Carmin sintetico,Corante,Essencia Pura Supply,BA,g,500,525.53,702.42,1572.36,288.6,44,0.0798,baixa
INS-01-00149,Fragrancia herbal,Fragrancia,BioAtivos Sul,PE,g,200,1175.07,1882.99,3922.58,407.11,40,0.2281,alta
INS-01-00150,Fragrancia herbal,Fragrancia,Insumos DermaTech,MG,g,500,1351.98,1956.67,3603.39,636.64,7,0.0149,alta
INS-01-00151,Decil glucosideo,Tensoativo,GreenLab Mat-primas,SC,L,200,1141.22,1548.63,3375.34,231.08,11,0.1232,alta
INS-01-00152,Acido hialuronico,Ativo funcional,CosmoQuimica Brasil,RJ,L,150,985.88,1258.22,2377.17,591.63,5,0.2383,baixa
INS-01-00153,Goma guar cationica,Espessante,GreenLab Mat-primas,RJ,L,150,1153.39,1607.39,2892.97,59.8,39,0.1638,baixa
INS-01-00154,Acido dehidroacetico,Conservante,NaturaPrima Quimicos,SC,kg,25,1495.98,2166.92,4218.49,768.78,5,0.0185,alta
INS-01-00155,Decil glucosideo,Tensoativo,AromaBase Import,PE,g,1000,1484.52,2258.92,4395.27,770.36,17,0.1869,media
INS-01-00156,Acido dehidroacetico,Conservante,AromaBase Import,PR,L,100,100.0,141.86,256.27,556.92,44,0.2025,media
INS-01-00157,Hidroxietilcelulose,Espessante,Insumos DermaTech,PR,kg,500,1030.34,1383.12,2349.13,273.47,21,0.0466,media
INS-01-00158,Fragrancia herbal,Fragrancia,AromaBase Import,PE,g,25,451.41,645.42,1139.43,551.57,15,0.0538,alta
INS-01-00159,Fragrancia floral suave,Fragrancia,AromaBase Import,BA,mL,250,952.77,1295.35,2193.67,135.77,49,0.1012,media
INS-01-00160,Acido hialuronico,Ativo funcional,DermaLink Distribuidora,RJ,kg,50,826.22,1250.97,2318.36,753.13,58,0.1007,alta
INS-01-00161,Acido hialuronico,Ativo funcional,NaturaPrima Quimicos,PE,kg,250,1293.37,1902.44,3949.86,591.27,37,0.067,baixa
INS-01-00162,Propilenoglicol,Umectante,Essencia Pura Supply,SP,mL,500,728.65,931.85,1792.57,663.99,21,0.1894,alta
INS-01-00163,Niacinamida,Ativo funcional,CosmoQuimica Brasil,RJ,mL,500,569.23,729.68,1675.26,767.14,7,0.0147,baixa
INS-01-00164,Acido dehidroacetico,Conservante,CoreLab Ingredients,MG,g,500,716.92,1224.9,2283.52,76.84,12,-0.0211,alta
INS-01-00165,Carbopol,Espessante,BioAtivos Sul,GO,mL,25,1153.77,2006.69,3861.08,593.03,57,-0.0042,media
INS-01-00166,Mica perolada,Corante,AromaBase Import,GO,kg,150,1411.12,2275.45,3820.46,666.06,20,-0.012,baixa
INS-01-00167,Esqualano vegetal,Emoliente,DermaLink Distribuidora,SP,L,25,427.52,543.86,1037.29,448.13,37,0.2478,baixa
INS-01-00168,Dioxido de titanio,Corante,BioAtivos Sul,SC,kg,200,1324.29,2308.04,4535.01,346.16,40,0.233,alta
INS-01-00169,Acido dehidroacetico,Conservante,Essencia Pura Supply,BA,mL,1000,146.58,208.47,427.43,319.97,31,-0.0308,media
INS-01-00170,Acido dehidroacetico,Conservante,BioAtivos Sul,GO,mL,150,507.05,813.2,1759.8,751.11,40,0.0949,media
INS-01-00171,Pantenol,Ativo funcional,BioAtivos Sul,PR,kg,250,998.32,1708.24,3746.16,86.71,22,0.0445,alta
INS-01-00172,Oleo de jojoba,Emoliente,BioAtivos Sul,SP,L,150,760.74,1281.65,2349.36,785.27,17,0.2375,baixa
INS-01-00173,Propilenoglicol,Umectante,DermaLink Distribuidora,PE,g,150,643.22,881.0,1607.94,240.71,24,0.0063,alta
INS-01-00174,Butilenoglicol,Umectante,Insumos DermaTech,SP,L,1000,1161.51,1637.86,2853.46,264.84,52,-0.0318,media
INS-01-00175,Hidroxietilcelulose,Espessante,NaturaPrima Quimicos,BA,g,150,548.41,789.67,1724.13,415.44,53,0.1911,alta
INS-01-00176,Butilenoglicol,Umectante,NaturaPrima Quimicos,SP,kg,250,320.36,515.83,1001.65,752.85,58,0.1994,alta
INS-01-00177,Oleo de jojoba,Emoliente,Quimnova Trading,PE,g,100,1276.41,1743.21,3652.06,19.39,8,0.1239,alta
INS-01-00178,Butilenoglicol,Umectante,CosmoQuimica Brasil,SC,kg,25,835.74,1216.56,1960.74,595.53,37,0.1883,alta
INS-01-00179,Carbopol,Espessante,Insumos DermaTech,BA,g,50,824.63,1130.14,2298.53,215.95,55,0.051,media
INS-01-00180,Goma guar cationica,Espessante,DermaLink Distribuidora,SP,kg,150,1486.13,2025.49,4210.65,697.08,30,0.0452,alta
INS-01-00181,Glicerina bidestilada,Umectante,CosmoQuimica Brasil,RJ,kg,100,197.41,330.2,677.38,279.67,19,-0.0102,alta
INS-01-00182,Sorbitol,Umectante,CosmoQuimica Brasil,MG,g,50,1051.89,1462.32,2895.57,543.75,6,0.2373,alta
INS-01-00183,Acido dehidroacetico,Conservante,Insumos DermaTech,BA,mL,200,310.68,425.7,929.84,326.44,53,0.1641,alta
INS-01-00184,Decil glucosideo,Tensoativo,CosmoQuimica Brasil,GO,g,50,700.67,1169.65,2150.3,633.36,6,0.1293,media
INS-01-00185,Propilenoglicol,Umectante,CoreLab Ingredients,SC,L,500,693.22,1102.11,2273.07,81.24,50,-0.0557,media
INS-01-00186,Acido dehidroacetico,Conservante,NaturaPrima Quimicos,BA,g,500,529.68,690.32,1107.02,261.08,11,-0.0363,baixa
INS-01-00187,Goma guar cationica,Espessante,Essencia Pura Supply,BA,mL,500,226.68,293.51,583.48,494.32,5,0.0163,media
INS-01-00188,Lauril eter sulfato de sodio,Tensoativo,DermaLink Distribuidora,MG,kg,100,1053.15,1405.69,2513.72,228.87,15,0.0634,media
INS-01-00189,Fragrancia baunilha,Fragrancia,Insumos DermaTech,PR,mL,250,437.41,600.69,1223.92,491.8,11,-0.0353,baixa
INS-01-00190,Hidroxietilcelulose,Espessante,DermaLink Distribuidora,MG,g,500,1221.79,1728.55,3170.71,670.9,25,0.1191,alta
INS-01-00191,Aloe vera concentrado,Ativo funcional,CoreLab Ingredients,PE,L,100,1449.7,2514.31,4535.85,573.53,25,0.0441,media
INS-01-00192,Oxido de ferro amarelo,Corante,DermaLink Distribuidora,PE,L,150,920.96,1402.45,2913.17,456.48,33,0.1832,alta
INS-01-00193,Sodium cocoyl isethionate,Tensoativo,GreenLab Mat-primas,GO,kg,100,979.34,1342.69,2767.37,589.91,33,0.2469,media
INS-01-00194,Goma guar cationica,Espessante,Essencia Pura Supply,RJ,kg,25,1202.82,1719.75,3829.63,445.82,54,0.0019,alta
INS-01-00195,Mica perolada,Corante,DermaLink Distribuidora,BA,mL,25,879.77,1383.45,2839.84,793.18,11,-0.0765,media
