produto_id,categoria,descricao,fornecedor,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,custo_negociado_estimado,estoque_atual,prazo_reposicao_dias,nivel_servico_alvo,margem_alvo,proxima_revisao_contrato
PRODUTOS_LIMPEZA-00014,limpeza,Produto Limpeza 00014,Fornecedor_023,120,1165.44,1772.12,3131.74,157.1,163.04,372,42,0.93,0.325,2026-11-25
PRODUTOS_LIMPEZA-00015,limpeza,Produto Limpeza 00015,Fornecedor_109,120,164.4,212.06,439.82,714.72,646.16,243,15,0.988,0.107,2026-11-30
PRODUTOS_LIMPEZA-00016,limpeza,Produto Limpeza 00016,Fornecedor_150,24,364.29,510.19,1081.88,648.08,715.62,64,19,0.981,0.114,2026-12-27
PRODUTOS_LIMPEZA-00017,limpeza,Produto Limpeza 00017,Fornecedor_159,720,288.53,479.08,799.18,586.59,672.75,736,18,0.928,0.229,2027-01-19
PRODUTOS_LIMPEZA-00018,limpeza,Produto Limpeza 00018,Fornecedor_141,12,165.23,264.58,460.78,165.29,162.95,1,35,0.986,0.364,2027-04-13
PRODUTOS_LIMPEZA-00019,limpeza,Produto Limpeza 00019,Fornecedor_020,120,791.23,1258.88,2235.91,1354.8,1401.8,325,84,0.949,0.143,2027-03-31
PRODUTOS_LIMPEZA-00020,limpeza,Produto Limpeza 00020,Fornecedor_216,96,106.33,142.01,327.63,1204.65,1413.42,130,80,0.901,0.099,2027-04-04
PRODUTOS_LIMPEZA-00021,limpeza,Produto Limpeza 00021,Fornecedor_203,48,767.39,999.46,2046.05,1243.83,1180.38,472,74,0.965,0.296,2026-07-20
PRODUTOS_LIMPEZA-00022,limpeza,Produto Limpeza 00022,Fornecedor_072,720,236.88,304.99,636.72,1458.96,1606.72,219,40,0.978,0.213,2026-06-12
PRODUTOS_LIMPEZA-00023,limpeza,Produto Limpeza 00023,Fornecedor_182,240,897.35,1237.29,2044.72,549.78,543.15,761,72,0.971,0.392,2026-11-21
PRODUTOS_LIMPEZA-00024,limpeza,Produto Limpeza 00024,Fornecedor_180,24,746.92,903.4,1661.98,393.03,403.28,54,13,0.923,0.31,2026-09-13
PRODUTOS_LIMPEZA-00025,limpeza,Produto Limpeza 00025,Fornecedor_122,24,1127.44,1422.57,2581.55,1074.52,981.25,424,42,0.943,0.218,2026-10-19
PRODUTOS_LIMPEZA-00026,limpeza,Produto Limpeza 00026,Fornecedor_039,96,791.39,1279.49,2976.03,591.02,615.69,552,69,0.943,0.214,2026-07-06
PRODUTOS_LIMPEZA-00027,limpeza,Produto Limpeza 00027,Fornecedor_241,480,806.5,1170.87,2523.36,1472.09,1663.74,751,73,0.967,0.329,2026-06-16
PRODUTOS_LIMPEZA-00028,limpeza,Produto Limpeza 00028,Fornecedor_171,24,239.69,347.99,607.05,1218.85,1138.72,220,34,0.975,0.196,2027-03-25
PRODUTOS_LIMPEZA-00029,limpeza,Produto Limpeza 00029,Fornecedor_086,96,869.67,1443.85,3305.18,556.2,566.5,832,88,0.961,0.329,2027-01-26
PRODUTOS_LIMPEZA-00030,limpeza,Produto Limpeza 00030,Fornecedor_007,12,576.84,724.72,1661.59,573.63,643.37,143,39,0.918,0.343,2026-06-20
PRODUTOS_LIMPEZA-00031,limpeza,Produto Limpeza 00031,Fornecedor_080,240,836.25,1088.41,2370.94,897.82,810.71,468,13,0.92,0.126,2027-03-22
PRODUTOS_LIMPEZA-00032,limpeza,Produto Limpeza 00032,Fornecedor_097,240,57.09,78.51,150.76,1418.85,1601.98,211,42,0.935,0.361,2026-11-15
PRODUTOS_LIMPEZA-00033,limpeza,Produto Limpeza 00033,Fornecedor_096,6,394.78,542.32,1280.65,361.13,373.21,34,81,0.952,0.371,2027-02-22
PRODUTOS_LIMPEZA-00034,limpeza,Produto Limpeza 00034,Fornecedor_246,24,1052.51,1341.02,2906.14,1331.06,1335.33,566,10,0.982,0.389,2027-02-25
PRODUTOS_LIMPEZA-00035,limpeza,Produto Limpeza 00035,Fornecedor_243,240,274.4,466.36,908.89,415.71,448.91,383,68,0.922,0.26,2027-03-16
PRODUTOS_LIMPEZA-00036,limpeza,Produto Limpeza 00036,Fornecedor_016,48,525.82,686.33,1106.06,823.08,797.26,103,56,0.987,0.355,2027-04-03
PRODUTOS_LIMPEZA-00037,limpeza,Produto Limpeza 00037,Fornecedor_087,12,241.94,347.79,750.32,97.09,90.88,260,18,0.962,0.1,2026-06-03
PRODUTOS_LIMPEZA-00038,limpeza,Produto Limpeza 00038,Fornecedor_021,120,307.06,489.93,973.64,1080.36,1136.68,76,61,0.962,0.114,2026-08-25
PRODUTOS_LIMPEZA-00039,limpeza,Produto Limpeza 00039,Fornecedor_076,240,1184.97,1969.99,4623.59,97.35,108.5,581,22,0.904,0.096,2026-08-15
PRODUTOS_LIMPEZA-00040,limpeza,Produto Limpeza 00040,Fornecedor_026,12,1058.55,1222.95,2514.56,334.31,386.19,659,69,0.932,0.299,2027-01-21
PRODUTOS_LIMPEZA-00041,limpeza,Produto Limpeza 00041,Fornecedor_225,120,918.45,1244.25,2927.88,1211.09,1406.56,1103,50,0.933,0.266,2026-05-25
PRODUTOS_LIMPEZA-00042,limpeza,Produto Limpeza 00042,Fornecedor_004,96,597.49,985.81,2059.36,1419.84,1328.09,518,70,0.919,0.287,2027-02-11
PRODUTOS_LIMPEZA-00043,limpeza,Produto Limpeza 00043,Fornecedor_029,96,1106.81,1645.45,3289.58,1002.98,934.05,1239,85,0.902,0.376,2027-03-30
PRODUTOS_LIMPEZA-00044,limpeza,Produto Limpeza 00044,Fornecedor_100,12,45.73,70.34,161.32,397.14,390.21,29,26,0.905,0.114,2026-09-17
PRODUTOS_LIMPEZA-00045,limpeza,Produto Limpeza 00045,Fornecedor_212,720,979.92,1468.72,2881.42,470.67,459.24,1671,82,0.91,0.094,2026-10-05
PRODUTOS_LIMPEZA-00046,limpeza,Produto Limpeza 00046,Fornecedor_224,96,483.97,790.82,1629.99,222.4,253.34,3,39,0.9,0.176,2026-10-15
PRODUTOS_LIMPEZA-00047,limpeza,Produto Limpeza 00047,Fornecedor_161,48,999.66,1405.67,2415.05,1182.16,1333.16,312,73,0.933,0.229,2026-07-08
PRODUTOS_LIMPEZA-00048,limpeza,Produto Limpeza 00048,Fornecedor_155,24,976.66,1406.17,2457.41,894.51,843.52,424,27,0.987,0.211,2026-07-04
PRODUTOS_LIMPEZA-00049,limpeza,Produto Limpeza 00049,Fornecedor_147,12,580.85,730.45,1255.65,1431.23,1412.11,271,50,0.915,0.107,2026-12-25
PRODUTOS_LIMPEZA-00050,limpeza,Produto Limpeza 00050,Fornecedor_244,6,390.99,535.19,1145.39,679.53,682.27,84,54,0.949,0.086,2027-02-25
PRODUTOS_LIMPEZA-00051,limpeza,Produto Limpeza 00051,Fornecedor_168,120,772.23,893.54,1546.16,168.94,177.92,325,78,0.944,0.192,2026-08-30
PRODUTOS_LIMPEZA-00052,limpeza,Produto Limpeza 00052,Fornecedor_101,6,299.54,367.79,796.57,1300.17,1245.49,281,6,0.985,0.317,2026-07-24
PRODUTOS_LIMPEZA-00053,limpeza,Produto Limpeza 00053,Fornecedor_155,12,75.36,92.36,215.61,554.91,570.23,41,20,0.95,0.402,2026-08-27
PRODUTOS_LIMPEZA-00054,limpeza,Produto Limpeza 00054,Fornecedor_153,48,869.46,1051.84,1821.26,46.53,47.87,719,88,0.977,0.375,2026-11-28
PRODUTOS_LIMPEZA-00055,limpeza,Produto Limpeza 00055,Fornecedor_030,240,174.47,204.32,341.19,1418.19,1540.57,157,61,0.929,0.419,2027-04-21
PRODUTOS_LIMPEZA-00056,limpeza,Produto Limpeza 00056,Fornecedor_115,480,785.07,1237.88,2549.15,287.76,334.8,463,49,0.91,0.382,2027-03-14
PRODUTOS_LIMPEZA-00057,limpeza,Produto Limpeza 00057,Fornecedor_171,6,802.3,1258.68,3014.87,260.61,239.54,375,44,0.956,0.113,2026-05-15
PRODUTOS_LIMPEZA-00058,limpeza,Produto Limpeza 00058,Fornecedor_215,120,368.57,614.92,1391.12,1490.92,1510.65,21,85,0.981,0.338,2026-07-14
PRODUTOS_LIMPEZA-00059,limpeza,Produto Limpeza 00059,Fornecedor_004,120,435.55,630.17,1491.54,855.86,904.64,495,82,0.913,0.267,2027-03-09
PRODUTOS_LIMPEZA-00060,limpeza,Produto Limpeza 00060,Fornecedor_058,48,136.54,186.51,340.58,1176.63,1050.08,26,22,0.902,0.135,2026-12-01
PRODUTOS_LIMPEZA-00061,limpeza,Produto Limpeza 00061,Fornecedor_082,96,454.14,713.65,1232.05,250.59,227.24,49,43,0.931,0.132,2026-05-12
PRODUTOS_LIMPEZA-00062,limpeza,Produto Limpeza 00062,Fornecedor_243,480,122.58,152.96,260.56,1387.46,1454.53,128,83,0.948,0.202,2026-11-19
PRODUTOS_LIMPEZA-00063,limpeza,Produto Limpeza 00063,Fornecedor_153,480,261.7,397.86,951.43,907.81,852.87,583,19,0.949,0.206,2027-04-20
PRODUTOS_LIMPEZA-00064,limpeza,Produto Limpeza 00064,Fornecedor_180,720,154.75,233.09,427.59,1145.93,1049.94,162,16,0.917,0.363,2027-04-02
PRODUTOS_LIMPEZA-00065,limpeza,Produto Limpeza 00065,Fornecedor_232,96,569.28,744.38,1509.44,1304.73,1398.93,590,78,0.956,0.229,2027-02-21
PRODUTOS_LIMPEZA-00066,limpeza,Produto Limpeza 00066,Fornecedor_245,48,517.49,812.24,1376.74,857.08,800.51,353,50,0.967,0.2,2027-04-16
PRODUTOS_LIMPEZA-00067,limpeza,Produto Limpeza 00067,Fornecedor_115,720,241.92,391.27,789.5,503.18,556.1,259,13,0.922,0.267,2026-12-14
PRODUTOS_LIMPEZA-00068,limpeza,Produto Limpeza 00068,Fornecedor_012,6,824.73,1322.53,3078.49,512.52,580.18,727,26,0.931,0.417,2026-08-25
PRODUTOS_LIMPEZA-00069,limpeza,Produto Limpeza 00069,Fornecedor_079,120,1082.91,1809.84,3404.98,1441.0,1672.38,322,25,0.922,0.22,2026-06-20
PRODUTOS_LIMPEZA-00070,limpeza,Produto Limpeza 00070,Fornecedor_077,96,1090.36,1721.05,3059.7,618.11,689.1,427,41,0.984,0.272,2026-10-13
PRODUTOS_LIMPEZA-00071,limpeza,Produto Limpeza 00071,Fornecedor_245,120,1120.85,1758.92,3351.16,1395.02,1297.84,25,5,0.948,0.286,2026-11-13
PRODUTOS_LIMPEZA-00072,limpeza,Produto Limpeza 00072,Fornecedor_241,12,37.17,60.82,124.38,800.9,843.36,23,74,0.932,0.37,2026-09-04
PRODUTOS_LIMPEZA-00073,limpeza,Produto Limpeza 00073,Fornecedor_249,96,408.04,519.96,1235.66,1054.68,1119.77,426,22,0.964,0.28,2026-07-05
PRODUTOS_LIMPEZA-00074,limpeza,Produto Limpeza 00074,Fornecedor_176,6,43.26,66.78,152.54,757.0,695.84,48,29,0.906,0.404,2026-11-21
PRODUTOS_LIMPEZA-00075,limpeza,Produto Limpeza 00075,Fornecedor_194,12,266.71,381.05,818.02,841.44,898.91,167,13,0.987,0.324,2027-01-12
PRODUTOS_LIMPEZA-00076,limpeza,Produto Limpeza 00076,Fornecedor_054,480,997.59,1670.15,3927.69,1206.82,1168.44,1375,65,0.947,0.08,2027-01-08
PRODUTOS_LIMPEZA-00077,limpeza,Produto Limpeza 00077,Fornecedor_181,12,962.3,1626.37,2711.44,418.17,474.08,166,24,0.981,0.165,2026-11-03
PRODUTOS_LIMPEZA-00078,limpeza,Produto Limpeza 00078,Fornecedor_132,720,26.26,37.69,79.4,277.57,291.78,83,68,0.966,0.211,2027-02-28
PRODUTOS_LIMPEZA-00079,limpeza,Produto Limpeza 00079,Fornecedor_014,480,186.29,307.9,542.24,117.16,125.73,550,6,0.914,0.307,2026-11-10
PRODUTOS_LIMPEZA-00080,limpeza,Produto Limpeza 00080,Fornecedor_202,96,739.59,1022.34,2210.94,181.7,195.52,744,10,0.95,0.141,2027-02-01
PRODUTOS_LIMPEZA-00081,limpeza,Produto Limpeza 00081,Fornecedor_231,6,894.79,1422.31,3324.62,83.13,82.28,187,81,0.959,0.092,2026-11-17
PRODUTOS_LIMPEZA-00082,limpeza,Produto Limpeza 00082,Fornecedor_058,480,809.58,1358.82,2191.06,163.96,192.47,396,72,0.947,0.098,2026-09-13
PRODUTOS_LIMPEZA-00083,limpeza,Produto Limpeza 00083,Fornecedor_068,96,1143.08,1636.37,3650.75,699.23,690.99,254,10,0.904,0.233,2026-09-25
PRODUTOS_LIMPEZA-00084,limpeza,Produto Limpeza 00084,Fornecedor_244,12,26.5,41.54,86.29,240.18,260.16,20,84,0.926,0.24,2027-03-11
PRODUTOS_LIMPEZA-00085,limpeza,Produto Limpeza 00085,Fornecedor_238,720,686.71,863.55,1683.53,82.21,92.44,1158,40,0.922,0.245,2026-10-02
PRODUTOS_LIMPEZA-00086,limpeza,Produto Limpeza 00086,Fornecedor_116,240,332.38,435.95,823.49,1278.42,1382.4,20,44,0.927,0.148,2026-12-01
PRODUTOS_LIMPEZA-00087,limpeza,Produto Limpeza 00087,Fornecedor_188,48,925.17,1381.66,2733.18,1087.97,970.55,465,27,0.974,0.39,2026-10-02
PRODUTOS_LIMPEZA-00088,limpeza,Produto Limpeza 00088,Fornecedor_119,6,1138.93,1813.33,3594.42,1012.5,1087.77,892,30,0.937,0.28,2026-07-28
PRODUTOS_LIMPEZA-00089,limpeza,Produto Limpeza 00089,Fornecedor_101,720,409.15,605.05,1337.08,928.26,903.93,1027,50,0.967,0.361,2027-03-29
PRODUTOS_LIMPEZA-00090,limpeza,Produto Limpeza 00090,Fornecedor_009,96,299.06,482.14,998.7,1360.37,1321.92,274,40,0.958,0.213,2026-11-19
PRODUTOS_LIMPEZA-00091,limpeza,Produto Limpeza 00091,Fornecedor_082,120,244.89,383.56,886.57,1272.13,1144.34,345,57,0.924,0.411,2026-09-12
PRODUTOS_LIMPEZA-00092,limpeza,Produto Limpeza 00092,Fornecedor_021,720,401.54,475.63,1038.75,937.95,1041.63,1018,48,0.975,0.291,2026-06-18
PRODUTOS_LIMPEZA-00093,limpeza,Produto Limpeza 00093,Fornecedor_044,480,401.52,664.97,1395.23,638.81,706.09,754,27,0.909,0.312,2026-11-03
PRODUTOS_LIMPEZA-00094,limpeza,Produto Limpeza 00094,Fornecedor_141,96,804.82,1328.4,2826.2,1408.05,1274.01,640,68,0.981,0.316,2026-06-23
PRODUTOS_LIMPEZA-00095,limpeza,Produto Limpeza 00095,Fornecedor_047,6,43.56,68.79,148.16,1098.74,1081.11,52,36,0.921,0.153,2026-10-05
PRODUTOS_LIMPEZA-00096,limpeza,Produto Limpeza 00096,Fornecedor_196,24,877.3,1290.85,2317.37,59.77,61.42,959,90,0.967,0.261,2026-10-31
PRODUTOS_LIMPEZA-00097,limpeza,Produto Limpeza 00097,Fornecedor_209,120,936.94,1462.16,2504.56,1093.67,995.49,715,78,0.971,0.107,2027-02-20
PRODUTOS_LIMPEZA-00098,limpeza,Produto Limpeza 00098,Fornecedor_162,48,76.53,94.65,185.8,170.88,172.8,102,70,0.979,0.172,2026-11-16
PRODUTOS_LIMPEZA-00099,limpeza,Produto Limpeza 00099,Fornecedor_016,12,37.23,52.32,91.9,1135.21,1195.34,13,81,0.961,0.412,2026-12-04
PRODUTOS_LIMPEZA-00100,limpeza,Produto Limpeza 00100,Fornecedor_088,480,1112.75,1392.63,3152.95,1266.33,1324.25,1227,15,0.903,0.42,2027-04-22
PRODUTOS_LIMPEZA-00101,limpeza,Produto Limpeza 00101,Fornecedor_002,96,383.35,550.15,1024.87,279.72,260.64,206,63,0.971,0.366,2027-03-15
PRODUTOS_LIMPEZA-00102,limpeza,Produto Limpeza 00102,Fornecedor_003,48,1122.56,1756.84,3137.9,382.73,358.34,1113,28,0.974,0.226,2027-01-13
PRODUTOS_LIMPEZA-00103,limpeza,Produto Limpeza 00103,Fornecedor_119,96,103.51,134.19,296.59,1282.08,1481.85,208,75,0.906,0.405,2027-02-26
PRODUTOS_LIMPEZA-00104,limpeza,Produto Limpeza 00104,Fornecedor_206,240,420.83,675.25,1306.23,975.98,1039.08,44,43,0.936,0.391,2027-02-26
PRODUTOS_LIMPEZA-00105,limpeza,Produto Limpeza 00105,Fornecedor_039,24,103.81,167.35,344.93,1081.93,1131.42,136,56,0.952,0.144,2026-12-04
PRODUTOS_LIMPEZA-00106,limpeza,Produto Limpeza 00106,Fornecedor_113,120,48.0,58.32,133.73,192.98,192.52,82,79,0.903,0.311,2026-10-30
PRODUTOS_LIMPEZA-00107,limpeza,Produto Limpeza 00107,Fornecedor_007,96,412.76,682.25,1311.25,78.95,87.29,491,36,0.979,0.108,2026-07-15
PRODUTOS_LIMPEZA-00108,limpeza,Produto Limpeza 00108,Fornecedor_001,12,58.73,76.99,140.72,549.54,539.51,66,72,0.947,0.279,2026-12-12
PRODUTOS_LIMPEZA-00109,limpeza,Produto Limpeza 00109,Fornecedor_020,480,41.6,51.83,94.37,684.06,696.72,169,61,0.969,0.322,2027-04-17
PRODUTOS_LIMPEZA-00110,limpeza,Produto Limpeza 00110,Fornecedor_003,720,1172.94,1572.66,2611.99,902.12,969.19,1958,25,0.961,0.199,2026-06-13
PRODUTOS_LIMPEZA-00111,limpeza,Produto Limpeza 00111,Fornecedor_038,720,149.93,176.93,419.62,397.43,455.57,806,8,0.972,0.348,2026-08-26
PRODUTOS_LIMPEZA-00112,limpeza,Produto Limpeza 00112,Fornecedor_126,24,1112.77,1674.02,3721.91,963.18,909.58,253,45,0.93,0.085,2026-05-07
PRODUTOS_LIMPEZA-00113,limpeza,Produto Limpeza 00113,Fornecedor_151,48,415.8,549.52,1003.18,31.84,28.99,404,80,0.911,0.397,2026-07-12
PRODUTOS_LIMPEZA-00114,limpeza,Produto Limpeza 00114,Fornecedor_173,24,114.57,135.22,244.46,448.45,415.81,88,82,0.97,0.252,2026-08-21
PRODUTOS_LIMPEZA-00115,limpeza,Produto Limpeza 00115,Fornecedor_077,48,63.64,106.41,222.23,324.23,329.6,20,46,0.94,0.393,2027-04-09
PRODUTOS_LIMPEZA-00116,limpeza,Produto Limpeza 00116,Fornecedor_021,24,504.87,819.33,1473.52,1417.65,1430.11,119,26,0.912,0.085,2027-01-24
PRODUTOS_LIMPEZA-00117,limpeza,Produto Limpeza 00117,Fornecedor_016,480,528.98,857.29,1879.53,1487.11,1510.7,375,8,0.934,0.266,2026-10-14
PRODUTOS_LIMPEZA-00118,limpeza,Produto Limpeza 00118,Fornecedor_224,240,572.55,925.59,1698.61,603.26,577.13,706,85,0.966,0.081,2026-11-28
PRODUTOS_LIMPEZA-00119,limpeza,Produto Limpeza 00119,Fornecedor_139,96,1140.15,1581.81,3433.57,671.89,631.84,1230,54,0.955,0.162,2026-10-08
PRODUTOS_LIMPEZA-00120,limpeza,Produto Limpeza 00120,Fornecedor_246,480,176.94,261.04,609.05,560.76,624.28,297,19,0.923,0.309,2026-05-08
PRODUTOS_LIMPEZA-00121,limpeza,Produto Limpeza 00121,Fornecedor_196,6,1006.83,1412.57,2894.28,1206.61,1366.48,220,72,0.947,0.337,2027-01-16
PRODUTOS_LIMPEZA-00122,limpeza,Produto Limpeza 00122,Fornecedor_200,240,81.85,101.06,172.18,910.67,887.92,44,46,0.931,0.293,2026-08-19
PRODUTOS_LIMPEZA-00123,limpeza,Produto Limpeza 00123,Fornecedor_245,6,1179.22,1957.44,3358.37,295.54,312.47,467,61,0.982,0.331,2026-11-20
PRODUTOS_LIMPEZA-00124,limpeza,Produto Limpeza 00124,Fornecedor_105,120,970.44,1385.46,2447.31,123.45,128.36,192,62,0.983,0.106,2026-05-04
PRODUTOS_LIMPEZA-00125,limpeza,Produto Limpeza 00125,Fornecedor_132,96,276.83,389.77,642.98,1446.93,1619.7,46,17,0.917,0.254,2027-01-04
PRODUTOS_LIMPEZA-00126,limpeza,Produto Limpeza 00126,Fornecedor_061,12,775.98,1128.36,2654.97,1357.07,1224.35,745,85,0.921,0.129,2026-09-09
PRODUTOS_LIMPEZA-00127,limpeza,Produto Limpeza 00127,Fornecedor_091,480,800.15,1047.6,1926.35,305.84,335.43,760,29,0.977,0.417,2026-09-22
PRODUTOS_LIMPEZA-00128,limpeza,Produto Limpeza 00128,Fornecedor_064,96,929.59,1530.81,3553.45,536.03,606.09,68,86,0.969,0.299,2026-09-10
PRODUTOS_LIMPEZA-00129,limpeza,Produto Limpeza 00129,Fornecedor_026,96,369.32,566.7,1147.13,536.33,545.27,398,58,0.916,0.416,2026-06-26
PRODUTOS_LIMPEZA-00130,limpeza,Produto Limpeza 00130,Fornecedor_157,24,592.9,903.97,2106.3,671.68,757.47,246,38,0.936,0.197,2026-10-08
PRODUTOS_LIMPEZA-00131,limpeza,Produto Limpeza 00131,Fornecedor_055,24,162.86,253.17,491.28,1242.25,1266.8,89,44,0.964,0.08,2026-10-12
PRODUTOS_LIMPEZA-00132,limpeza,Produto Limpeza 00132,Fornecedor_218,6,778.76,910.77,1547.94,1044.58,992.91,630,31,0.974,0.23,2026-06-08
PRODUTOS_LIMPEZA-00133,limpeza,Produto Limpeza 00133,Fornecedor_027,24,336.29,521.51,886.33,489.27,547.22,322,66,0.985,0.342,2026-11-29
PRODUTOS_LIMPEZA-00134,limpeza,Produto Limpeza 00134,Fornecedor_143,96,852.45,980.89,1686.13,1116.83,1130.16,1023,84,0.923,0.305,2027-01-05
PRODUTOS_LIMPEZA-00135,limpeza,Produto Limpeza 00135,Fornecedor_248,12,1053.23,1214.44,2236.78,802.27,727.63,281,81,0.932,0.264,2026-07-05
PRODUTOS_LIMPEZA-00136,limpeza,Produto Limpeza 00136,Fornecedor_110,48,47.98,64.46,127.84,1420.51,1419.51,9,33,0.985,0.389,2026-09-06
PRODUTOS_LIMPEZA-00137,limpeza,Produto Limpeza 00137,Fornecedor_146,48,104.19,131.39,249.01,302.02,322.72,24,48,0.987,0.251,2026-11-21
PRODUTOS_LIMPEZA-00138,limpeza,Produto Limpeza 00138,Fornecedor_009,12,855.45,1137.61,2278.28,257.16,291.93,151,28,0.978,0.326,2027-03-21
PRODUTOS_LIMPEZA-00139,limpeza,Produto Limpeza 00139,Fornecedor_156,720,1101.87,1479.75,3251.75,1082.29,1202.11,1840,12,0.901,0.336,2027-03-12
PRODUTOS_LIMPEZA-00140,limpeza,Produto Limpeza 00140,Fornecedor_115,240,544.41,693.34,1590.35,1283.83,1341.4,504,90,0.964,0.152,2027-03-14
PRODUTOS_LIMPEZA-00141,limpeza,Produto Limpeza 00141,Fornecedor_038,96,28.01,33.51,70.6,867.11,991.22,31,84,0.938,0.088,2026-10-01
PRODUTOS_LIMPEZA-00142,limpeza,Produto Limpeza 00142,Fornecedor_152,6,650.94,1093.56,2610.23,998.98,909.64,630,5,0.954,0.262,2027-03-24
PRODUTOS_LIMPEZA-00143,limpeza,Produto Limpeza 00143,Fornecedor_073,240,952.48,1518.49,2525.38,46.01,51.59,1015,53,0.941,0.275,2027-04-19
PRODUTOS_LIMPEZA-00144,limpeza,Produto Limpeza 00144,Fornecedor_062,480,483.67,613.21,1159.94,937.15,955.17,660,65,0.911,0.411,2026-12-22
PRODUTOS_LIMPEZA-00145,limpeza,Produto Limpeza 00145,Fornecedor_004,240,875.19,1174.68,2759.21,700.01,807.55,1068,66,0.901,0.389,2027-01-09
PRODUTOS_LIMPEZA-00146,limpeza,Produto Limpeza 00146,Fornecedor_218,12,15.31,23.21,49.25,806.89,774.39,28,83,0.902,0.134,2027-03-22
PRODUTOS_LIMPEZA-00147,limpeza,Produto Limpeza 00147,Fornecedor_216,720,923.94,1281.12,2292.38,576.59,524.31,1695,69,0.96,0.402,2027-03-08
PRODUTOS_LIMPEZA-00148,limpeza,Produto Limpeza 00148,Fornecedor_217,24,979.56,1630.03,3862.78,654.38,718.79,69,76,0.903,0.093,2027-02-25
PRODUTOS_LIMPEZA-00149,limpeza,Produto Limpeza 00149,Fornecedor_074,6,1141.58,1384.81,2785.25,1425.78,1457.48,1132,82,0.987,0.324,2026-08-21
PRODUTOS_LIMPEZA-00150,limpeza,Produto Limpeza 00150,Fornecedor_021,6,1125.36,1328.97,2957.12,1284.83,1400.95,174,39,0.935,0.181,2026-12-08
PRODUTOS_LIMPEZA-00151,limpeza,Produto Limpeza 00151,Fornecedor_159,6,248.51,330.79,622.43,1200.62,1180.06,209,33,0.985,0.121,2026-10-01
PRODUTOS_LIMPEZA-00152,limpeza,Produto Limpeza 00152,Fornecedor_142,48,1104.33,1702.98,2982.69,509.0,580.46,981,34,0.921,0.172,2026-06-09
PRODUTOS_LIMPEZA-00153,limpeza,Produto Limpeza 00153,Fornecedor_187,96,997.75,1218.1,2691.62,907.0,917.96,424,84,0.947,0.407,2027-04-16
PRODUTOS_LIMPEZA-00154,limpeza,Produto Limpeza 00154,Fornecedor_039,120,339.13,412.64,880.45,1364.35,1223.2,137,17,0.901,0.126,2026-10-23
PRODUTOS_LIMPEZA-00155,limpeza,Produto Limpeza 00155,Fornecedor_172,240,895.46,1430.52,2817.03,702.98,732.67,211,21,0.958,0.355,2026-11-10
