id_insumo,insumo,categoria,fornecedor,regiao_fornecedor,unidade_medida,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,prazo_entrega_dias,indice_reajuste_12m,criticidade_insumo
INS-05-00088,Glicerina bidestilada,Umectante,Quimnova Trading,SC,mL,1000,323.48,471.56,957.2,652.57,35,0.1293,media
INS-05-00089,Carmin sintetico,Corante,Essencia Pura Supply,MG,g,1000,521.05,723.02,1563.54,773.48,43,0.1368,media
INS-05-00090,Decil glucosideo,Tensoativo,BioAtivos Sul,BA,kg,25,1270.37,1946.76,3925.82,285.82,13,0.2386,baixa
INS-05-00091,Fragrancia baunilha,Fragrancia,GreenLab Mat-primas,SC,mL,150,194.2,260.64,513.86,568.81,20,0.1134,media
INS-05-00092,Oleo de jojoba,Emoliente,CoreLab Ingredients,SP,g,25,916.04,1430.64,2365.53,538.81,58,0.2194,alta
INS-05-00093,Fragrancia citrica,Fragrancia,CoreLab Ingredients,BA,L,150,1409.47,2085.2,4181.3,745.17,8,0.0848,baixa
INS-05-00094,Hidroxietilcelulose,Espessante,CoreLab Ingredients,RJ,kg,25,317.95,464.79,1025.52,21.11,32,0.1925,alta
INS-05-00095,Oleo de jojoba,Emoliente,BioAtivos Sul,SC,kg,200,1381.81,2323.01,5156.54,258.47,9,0.1136,alta
INS-05-00096,Carbopol,Espessante,GreenLab Mat-primas,SP,L,250,1485.37,2073.02,3599.44,661.09,34,-0.0301,alta
INS-05-00097,Carbopol,Espessante,CosmoQuimica Brasil,SP,L,25,1487.61,1953.11,3451.28,790.42,42,-0.005,alta
INS-05-00098,Sodium cocoyl isethionate,Tensoativo,Quimnova Trading,GO,g,200,442.53,610.89,1287.88,301.4,56,0.0397,baixa
INS-05-00099,Dioxido de titanio,Corante,CosmoQuimica Brasil,PE,g,1000,270.63,410.89,911.43,478.95,28,0.2045,baixa
INS-05-00100,Butilenoglicol,Umectante,DermaLink Distribuidora,GO,kg,500,881.89,1510.99,2499.87,694.07,43,0.141,alta
INS-05-00101,Fragrancia baunilha,Fragrancia,CosmoQuimica Brasil,BA,g,150,1090.94,1575.7,2824.43,30.87,34,0.1452,media
INS-05-00102,Manteiga de karite,Emoliente,AromaBase Import,SC,kg,50,857.77,1200.08,2271.69,154.13,31,0.1342,baixa
INS-05-00103,Benzoato de sodio,Conservante,GreenLab Mat-primas,SP,kg,25,1300.47,1795.11,2962.43,372.95,11,-0.0222,alta
INS-05-00104,Sorbitol,Umectante,AromaBase Import,GO,kg,1000,1165.87,1601.43,3402.47,421.81,8,0.0352,alta
INS-05-00105,Goma guar cationica,Espessante,Essencia Pura Supply,PE,L,50,530.53,680.03,1211.2,414.1,57,-0.0454,baixa
INS-05-00106,Benzoato de sodio,Conservante,AromaBase Import,BA,g,150,466.36,621.81,1028.26,749.55,50,0.1717,alta
INS-05-00107,Sorbitol,Umectante,AromaBase Import,RJ,kg,1000,452.01,648.62,1223.51,688.36,16,0.182,media
INS-05-00108,Goma guar cationica,Espessante,BioAtivos Sul,SC,g,250,712.08,1189.68,2367.9,702.31,36,0.2084,media
INS-05-00109,Oleo de jojoba,Emoliente,CoreLab Ingredients,PR,mL,1000,1068.62,1749.92,3755.64,69.32,43,0.1297,alta
INS-05-00110,Aloe vera concentrado,Ativo funcional,AromaBase Import,SC,mL,200,401.99,632.54,1133.24,151.55,7,0.2323,baixa
INS-05-00111,Benzoato de sodio,Conservante,CoreLab Ingredients,GO,mL,200,1493.19,2058.38,4705.9,292.94,29,0.1724,media
INS-05-00112,Cocamidopropil betaina,Tensoativo,AromaBase Import,PE,g,100,782.78,1039.15,2269.1,671.39,53,0.0795,media
INS-05-00113,Glicerina bidestilada,Umectante,Insumos DermaTech,SC,g,100,425.81,598.1,1296.84,67.98,32,-0.0214,baixa
INS-05-00114,Acido hialuronico,Ativo funcional,Quimnova Trading,SC,g,500,1443.15,2079.63,3837.15,757.71,37,0.0728,media
INS-05-00115,Goma guar cationica,Espessante,BioAtivos Sul,PE,kg,150,1228.33,2032.82,4379.9,666.8,41,-0.0317,media
INS-05-00116,Butilenoglicol,Umectante,DermaLink Distribuidora,BA,kg,150,254.1,430.03,743.53,212.79,11,0.1872,media
INS-05-00117,Fragrancia baunilha,Fragrancia,Quimnova Trading,BA,g,25,1067.1,1376.41,2682.46,438.33,41,0.1771,baixa
INS-05-00118,Goma xantana,Espessante,CosmoQuimica Brasil,SP,L,25,120.05,210.02,405.93,162.14,19,0.1402,baixa
INS-05-00119,Fragrancia baunilha,Fragrancia,Essencia Pura Supply,MG,mL,150,1257.29,1877.63,4105.15,775.83,11,0.0367,baixa
INS-05-00120,Acido hialuronico,Ativo funcional,CosmoQuimica Brasil,MG,mL,250,597.37,912.17,1980.16,147.52,44,0.12,baixa
INS-05-00121,Carbopol,Espessante,AromaBase Import,MG,L,150,152.18,194.28,404.01,548.78,29,0.1089,alta
INS-05-00122,Esqualano vegetal,Emoliente,DermaLink Distribuidora,PR,kg,1000,696.48,1009.77,1936.52,456.8,19,0.2485,baixa
INS-05-00123,Manteiga de karite,Emoliente,NaturaPrima Quimicos,MG,L,50,397.74,610.4,1150.71,649.13,54,0.0792,media
INS-05-00124,Cocamidopropil betaina,Tensoativo,Essencia Pura Supply,SP,L,250,1039.09,1621.03,2596.06,339.6,17,0.1499,media
INS-05-00125,Goma xantana,Espessante,NaturaPrima Quimicos,GO,kg,150,954.08,1364.44,2305.62,373.01,50,0.1656,media
INS-05-00126,Fragrancia herbal,Fragrancia,CoreLab Ingredients,GO,g,25,1418.29,1939.61,3581.73,283.05,44,0.2442,baixa
INS-05-00127,Niacinamida,Ativo funcional,CosmoQuimica Brasil,PE,g,100,114.15,149.81,325.63,265.39,18,0.0834,alta
INS-05-00128,Goma xantana,Espessante,Quimnova Trading,PE,g,1000,1316.44,1663.13,2762.15,247.54,27,-0.0394,media
INS-05-00129,Carbopol,Espessante,AromaBase Import,PR,mL,500,1027.9,1336.0,2354.01,455.25,17,0.2426,media
INS-05-00130,Carbopol,Espessante,CoreLab Ingredients,PE,mL,100,1131.51,1890.29,3773.91,730.66,32,0.1103,media
INS-05-00131,Fragrancia herbal,Fragrancia,GreenLab Mat-primas,BA,kg,100,614.81,1041.16,1729.1,13.93,47,0.1823,baixa
INS-05-00132,Cocamidopropil betaina,Tensoativo,CoreLab Ingredients,BA,mL,1000,241.19,323.11,649.33,114.71,59,-0.0016,alta
INS-05-00133,Benzoato de sodio,Conservante,NaturaPrima Quimicos,SP,mL,25,768.17,1234.87,2747.07,338.25,58,-0.066,alta
INS-05-00134,Propilenoglicol,Umectante,GreenLab Mat-primas,MG,L,25,643.73,806.26,1669.55,235.03,7,0.1008,baixa
INS-05-00135,Propilenoglicol,Umectante,Quimnova Trading,MG,kg,25,1073.94,1484.55,2673.83,811.1,59,0.2209,media
INS-05-00136,Carmin sintetico,Corante,BioAtivos Sul,PE,L,50,1106.47,1479.3,3368.22,397.19,39,0.0498,media
INS-05-00137,Fragrancia floral suave,Fragrancia,Insumos DermaTech,GO,kg,100,212.98,353.14,708.42,747.25,19,0.2192,baixa
INS-05-00138,Fragrancia floral suave,Fragrancia,CoreLab Ingredients,PR,kg,1000,1150.12,1582.66,3030.28,722.33,27,-0.0239,alta
INS-05-00139,Butilenoglicol,Umectante,CoreLab Ingredients,SC,mL,250,348.76,484.95,795.01,451.8,41,-0.0783,alta
INS-05-00140,Manteiga de karite,Emoliente,BioAtivos Sul,MG,kg,150,252.1,351.31,648.05,562.99,24,0.1702,alta
INS-05-00141,Pantenol,Ativo funcional,Quimnova Trading,PR,g,150,184.27,319.04,620.04,596.78,19,0.017,baixa
INS-05-00142,Glicerina bidestilada,Umectante,Essencia Pura Supply,SC,g,150,942.09,1380.8,2678.33,756.47,18,0.2397,baixa
INS-05-00143,Pantenol,Ativo funcional,Quimnova Trading,PE,g,25,452.43,665.03,1106.4,686.63,10,0.1792,media
INS-05-00144,Manteiga de karite,Emoliente,NaturaPrima Quimicos,PR,g,25,697.85,1090.66,1834.23,501.89,49,-0.0667,media
INS-05-00145,Propilenoglicol,Umectante,CoreLab Ingredients,SC,g,200,594.63,901.2,1599.1,106.92,17,0.0157,alta
INS-05-00146,Manteiga de karite,Emoliente,DermaLink Distribuidora,SC,mL,1000,954.01,1353.6,2570.01,324.06,59,0.2156,media
INS-05-00147,Dioxido de titanio,Corante,GreenLab Mat-primas,MG,g,25,519.35,670.53,1500.37,82.61,28,0.1203,baixa
INS-05-00148,Oleo de jojoba,Emoliente,GreenLab Mat-primas,MG,mL,500,116.63,163.04,275.24,319.12,20,0.195,baixa
INS-05-00149,Esqualano vegetal,Emoliente,Quimnova Trading,SP,mL,500,1270.7,1988.6,4222.29,438.0,30,-0.0682,baixa
INS-05-00150,Sorbitol,Umectante,CosmoQuimica Brasil,SC,kg,250,436.35,663.53,1378.84,360.71,10,-0.0618,media
INS-05-00151,Carmin sintetico,Corante,NaturaPrima Quimicos,GO,kg,200,1329.75,2271.21,4366.16,780.89,56,0.1763,media
INS-05-00152,Sorbato de potassio,Conservante,Quimnova Trading,PE,mL,500,1113.43,1741.84,2999.91,696.65,5,0.2175,baixa
INS-05-00153,Niacinamida,Ativo funcional,Essencia Pura Supply,PR,g,250,1021.27,1764.71,3672.99,37.68,7,0.0873,media
INS-05-00154,Caprilico caprico triglicerideo,Emoliente,CoreLab Ingredients,PR,kg,25,1091.09,1705.65,3048.03,92.83,59,-0.0231,alta
INS-05-00155,Butilenoglicol,Umectante,NaturaPrima Quimicos,SP,mL,100,544.2,861.0,1925.77,255.39,19,-0.034,alta
INS-05-00156,Niacinamida,Ativo funcional,AromaBase Import,SC,mL,200,477.72,665.45,1441.27,354.05,32,-0.0652,media
INS-05-00157,Decil glucosideo,Tensoativo,CosmoQuimica Brasil,SP,g,1000,179.25,285.34,624.2,397.74,34,0.1645,baixa
INS-05-00158,Propilenoglicol,Umectante,Quimnova Trading,PR,g,500,527.97,721.02,1352.63,130.55,23,-0.0424,media
INS-05-00159,Hidroxietilcelulose,Espessante,CoreLab Ingredients,PE,kg,100,1269.72,1796.38,3253.37,314.4,23,0.0394,baixa
INS-05-00160,Goma xantana,Espessante,NaturaPrima Quimicos,GO,mL,1000,824.15,1409.75,2854.91,154.86,51,-0.0686,media
INS-05-00161,Carbopol,Espessante,Quimnova Trading,PE,g,500,363.45,620.74,1299.88,660.31,24,-0.0328,baixa
INS-05-00162,Mica perolada,Corante,NaturaPrima Quimicos,SP,L,200,427.45,544.98,1133.62,497.54,53,0.1691,media
INS-05-00163,Niacinamida,Ativo funcional,Insumos DermaTech,RJ,g,100,1239.73,1831.89,3972.72,615.65,33,0.2185,media
INS-05-00164,Esqualano vegetal,Emoliente,AromaBase Import,GO,g,200,953.82,1557.41,2733.78,299.18,60,0.1305,baixa
INS-05-00165,Niacinamida,Ativo funcional,GreenLab Mat-primas,BA,L,100,775.11,1226.75,2632.89,59.53,35,-0.0157,alta
INS-05-00166,Niacinamida,Ativo funcional,CoreLab Ingredients,RJ,kg,50,550.31,922.44,1695.5,699.29,38,0.1438,alta
INS-05-00167,Goma xantana,Espessante,NaturaPrima Quimicos,RJ,g,200,1007.2,1493.7,3293.11,69.87,58,0.0819,baixa
INS-05-00168,Fragrancia herbal,Fragrancia,BioAtivos Sul,GO,mL,25,840.16,1350.09,2639.74,707.03,7,0.0899,media
INS-05-00169,Dioxido de titanio,Corante,Insumos DermaTech,MG,mL,250,644.9,900.69,2019.9,789.69,12,0.0562,media
INS-05-00170,Acido hialuronico,Ativo funcional,AromaBase Import,SC,L,150,269.16,468.53,791.0,447.15,47,-0.0245,media
INS-05-00171,Oleo de jojoba,Emoliente,Insumos DermaTech,PE,mL,150,687.34,944.96,2082.8,409.31,5,0.1346,media
INS-05-00172,Mica perolada,Corante,NaturaPrima Quimicos,PE,L,250,600.44,839.82,1867.83,99.15,41,-0.0222,baixa
INS-05-00173,Sorbato de potassio,Conservante,Insumos DermaTech,MG,mL,150,1422.86,2173.58,3817.34,146.69,32,-0.0295,alta
INS-05-00174,Propilenoglicol,Umectante,AromaBase Import,SC,L,50,802.52,1029.19,2245.3,343.22,14,0.0528,alta
INS-05-00175,Sorbitol,Umectante,BioAtivos Sul,MG,L,50,686.88,1008.65,2143.58,725.76,59,0.0167,media
INS-05-00176,Caprilico caprico triglicerideo,Emoliente,Quimnova Trading,GO,g,250,362.37,598.04,1086.09,361.75,49,0.2364,media
INS-05-00177,Oxido de ferro amarelo,Corante,BioAtivos Sul,SP,mL,250,1207.92,1866.04,3199.59,490.09,19,-0.0272,baixa
INS-05-00178,Carmin sintetico,Corante,GreenLab Mat-primas,BA,mL,500,1264.59,2185.65,3985.97,609.43,49,0.0589,baixa
INS-05-00179,Pantenol,Ativo funcional,Quimnova Trading,PR,g,150,875.78,1125.07,2190.16,312.02,48,0.001,media
INS-05-00180,Aloe vera concentrado,Ativo funcional,DermaLink Distribuidora,BA,g,150,1203.54,2087.77,4079.03,43.93,39,0.1652,baixa
INS-05-00181,Manteiga de karite,Emoliente,BioAtivos Sul,RJ,g,150,1357.32,2179.27,4254.96,706.05,40,0.191,alta
INS-05-00182,Sorbitol,Umectante,NaturaPrima Quimicos,BA,g,200,985.84,1528.63,3456.56,468.04,21,0.1474,media
INS-05-00183,Fragrancia herbal,Fragrancia,Quimnova Trading,PE,L,100,1295.15,2115.28,3747.57,476.33,44,0.0416,alta
INS-05-00184,Cocamidopropil betaina,Tensoativo,GreenLab Mat-primas,PR,mL,50,135.4,179.86,339.58,102.36,14,0.2034,media
INS-05-00185,Esqualano vegetal,Emoliente,Insumos DermaTech,RJ,L,150,332.21,453.9,958.7,747.36,42,0.1686,media
INS-05-00186,Fenoxietanol,Conservante,DermaLink Distribuidora,PE,g,150,1437.8,2269.15,4544.2,249.74,16,0.1605,media
INS-05-00187,Sorbitol,Umectante,NaturaPrima Quimicos,PE,L,25,83.63,135.75,280.09,519.06,37,0.1113,alta
INS-05-00188,Decil glucosideo,Tensoativo,AromaBase Import,GO,kg,100,1477.4,1851.16,4000.75,420.7,21,0.0279,alta
INS-05-00189,Aloe vera concentrado,Ativo funcional,GreenLab Mat-primas,MG,kg,150,1017.51,1465.81,3266.24,16.45,9,0.1521,alta
INS-05-00190,Esqualano vegetal,Emoliente,DermaLink Distribuidora,SC,kg,25,476.71,779.04,1629.39,228.98,23,0.1668,media
INS-05-00191,Sorbato de potassio,Conservante,GreenLab Mat-primas,SC,kg,25,350.32,501.94,1006.64,411.59,37,0.0087,baixa
INS-05-00192,Oxido de ferro amarelo,Corante,NaturaPrima Quimicos,SC,L,100,205.47,338.02,547.26,359.76,30,0.2184,baixa
INS-05-00193,Caprilico caprico triglicerideo,Emoliente,CoreLab Ingredients,PE,L,100,521.83,885.93,1689.42,542.57,13,0.1406,alta
INS-05-00194,Acido hialuronico,Ativo funcional,CosmoQuimica Brasil,PR,mL,500,1151.84,1602.44,2735.84,420.75,35,-0.0096,baixa
INS-05-00195,Aloe vera concentrado,Ativo funcional,Essencia Pura Supply,PE,L,1000,383.77,504.21,1132.19,211.06,46,-0.0756,media
INS-05-00196,Lauril eter sulfato de sodio,Tensoativo,NaturaPrima Quimicos,GO,mL,500,864.77,1350.86,2282.5,639.49,56,0.0404,media
INS-05-00197,Carmin sintetico,Corante,Insumos DermaTech,RJ,mL,100,978.8,1342.17,2642.27,185.28,28,-0.0447,alta
