id_insumo,insumo,categoria,fornecedor,regiao_fornecedor,unidade_medida,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,prazo_entrega_dias,indice_reajuste_12m,criticidade_insumo
INS-03-00014,Aloe vera concentrado,Ativo funcional,DermaLink Distribuidora,PR,L,100,931.05,1620.48,2927.9,433.83,33,0.1346,media
INS-03-00015,Propilenoglicol,Umectante,CoreLab Ingredients,PR,mL,500,246.86,416.92,688.79,321.82,12,-0.0442,baixa
INS-03-00016,Fragrancia herbal,Fragrancia,AromaBase Import,SP,g,200,830.07,1243.82,2159.76,94.7,38,0.0676,media
INS-03-00017,Glicerina bidestilada,Umectante,CoreLab Ingredients,BA,L,150,1201.98,1957.14,3462.97,118.51,28,0.2094,baixa
INS-03-00018,Glicerina bidestilada,Umectante,Quimnova Trading,BA,g,250,94.89,124.33,261.25,612.78,7,-0.0784,media
INS-03-00019,Acido hialuronico,Ativo funcional,Insumos DermaTech,RJ,kg,150,1494.63,2503.77,5736.96,696.45,27,0.2293,media
INS-03-00020,Lauril eter sulfato de sodio,Tensoativo,DermaLink Distribuidora,BA,mL,1000,804.12,1138.67,2503.08,472.97,6,0.0195,baixa
INS-03-00021,Goma xantana,Espessante,GreenLab Mat-primas,BA,L,250,117.29,165.04,269.95,699.73,38,-0.0174,baixa
INS-03-00022,Sodium cocoyl isethionate,Tensoativo,CosmoQuimica Brasil,BA,kg,25,903.47,1307.22,2206.87,544.37,46,-0.0658,baixa
INS-03-00023,Esqualano vegetal,Emoliente,AromaBase Import,PE,g,500,557.89,812.69,1590.09,761.84,5,0.162,alta
INS-03-00024,Hidroxietilcelulose,Espessante,GreenLab Mat-primas,BA,mL,250,90.07,130.34,215.81,340.87,22,-0.0362,baixa
INS-03-00025,Goma guar cationica,Espessante,CoreLab Ingredients,SP,kg,500,1190.43,1684.72,2751.76,816.83,32,-0.0251,baixa
INS-03-00026,Propilenoglicol,Umectante,Quimnova Trading,RJ,kg,100,1089.72,1602.49,3621.9,304.84,50,0.2398,media
INS-03-00027,Goma xantana,Espessante,Essencia Pura Supply,GO,L,150,845.86,1334.41,2513.12,747.82,37,0.1574,media
INS-03-00028,Goma guar cationica,Espessante,CosmoQuimica Brasil,GO,L,25,1025.05,1575.83,3312.1,364.68,54,-0.0353,alta
INS-03-00029,Carbopol,Espessante,CoreLab Ingredients,RJ,kg,1000,719.91,1162.55,1992.32,783.73,58,0.1437,media
INS-03-00030,Sorbitol,Umectante,CosmoQuimica Brasil,RJ,kg,25,394.6,552.7,1018.24,805.27,27,0.1893,baixa
INS-03-00031,Sodium cocoyl isethionate,Tensoativo,CoreLab Ingredients,SC,mL,500,109.55,168.76,380.26,591.62,25,0.2321,media
INS-03-00032,Manteiga de karite,Emoliente,BioAtivos Sul,BA,g,150,1048.5,1650.37,3422.7,28.23,52,0.248,alta
INS-03-00033,Goma xantana,Espessante,CoreLab Ingredients,MG,kg,25,1453.06,1919.22,3508.96,289.19,5,0.0125,alta
INS-03-00034,Fenoxietanol,Conservante,GreenLab Mat-primas,BA,mL,500,281.26,374.97,602.18,503.45,35,-0.0753,baixa
INS-03-00035,Fragrancia herbal,Fragrancia,CosmoQuimica Brasil,MG,L,200,781.51,1029.84,2066.94,352.25,34,0.1814,media
INS-03-00036,Cocamidopropil betaina,Tensoativo,Quimnova Trading,GO,kg,100,714.29,1110.27,1783.99,694.53,8,0.2076,baixa
INS-03-00037,Dioxido de titanio,Corante,Quimnova Trading,RJ,kg,1000,772.13,995.82,2168.5,716.1,26,0.1801,baixa
INS-03-00038,Caprilico caprico triglicerideo,Emoliente,CosmoQuimica Brasil,MG,kg,25,1218.37,1768.6,2965.67,463.02,46,-0.0391,alta
INS-03-00039,Fragrancia baunilha,Fragrancia,CoreLab Ingredients,RJ,mL,25,781.78,1209.76,2715.34,180.78,46,0.0776,media
INS-03-00040,Decil glucosideo,Tensoativo,GreenLab Mat-primas,GO,g,25,1068.07,1450.68,2745.11,345.13,25,0.154,media
INS-03-00041,Manteiga de karite,Emoliente,DermaLink Distribuidora,MG,mL,50,685.78,1074.69,1960.15,331.08,20,0.0125,media
INS-03-00042,Propilenoglicol,Umectante,DermaLink Distribuidora,SP,g,150,307.79,451.16,1001.09,658.35,28,0.0267,alta
INS-03-00043,Fragrancia citrica,Fragrancia,NaturaPrima Quimicos,GO,mL,25,1138.0,1614.27,2917.07,545.25,7,-0.0108,alta
INS-03-00044,Glicerina bidestilada,Umectante,Quimnova Trading,GO,g,100,958.31,1631.16,3447.65,518.94,49,0.0171,baixa
INS-03-00045,Decil glucosideo,Tensoativo,Quimnova Trading,PR,mL,150,1017.85,1742.93,3268.28,360.25,18,-0.041,media
INS-03-00046,Fragrancia citrica,Fragrancia,CoreLab Ingredients,PR,mL,25,1147.95,1694.7,3770.46,119.24,47,0.1951,alta
INS-03-00047,Propilenoglicol,Umectante,NaturaPrima Quimicos,RJ,kg,1000,204.31,285.34,591.7,687.29,54,0.0095,baixa
INS-03-00048,Fragrancia baunilha,Fragrancia,Quimnova Trading,SP,mL,150,1461.63,2522.27,5073.03,511.58,19,0.1563,alta
INS-03-00049,Acido dehidroacetico,Conservante,DermaLink Distribuidora,PE,g,100,334.81,492.51,1120.63,23.94,9,0.0674,media
INS-03-00050,Decil glucosideo,Tensoativo,CosmoQuimica Brasil,BA,L,500,882.43,1360.83,2781.83,765.6,28,0.1745,media
INS-03-00051,Fragrancia herbal,Fragrancia,AromaBase Import,GO,L,150,755.4,1098.99,2114.33,598.99,50,-0.0468,baixa
INS-03-00052,Fragrancia baunilha,Fragrancia,Quimnova Trading,SP,L,1000,537.48,795.8,1404.11,505.88,34,0.1653,media
INS-03-00053,Fragrancia floral suave,Fragrancia,Insumos DermaTech,RJ,L,500,249.25,341.57,646.91,267.62,10,0.0961,alta
INS-03-00054,Fragrancia citrica,Fragrancia,Essencia Pura Supply,GO,kg,200,918.58,1155.82,2649.1,219.94,11,0.2109,media
INS-03-00055,Pantenol,Ativo funcional,CoreLab Ingredients,SP,L,100,938.1,1461.42,2668.72,189.19,50,0.0516,alta
INS-03-00056,Manteiga de karite,Emoliente,DermaLink Distribuidora,SP,L,100,1491.94,2233.26,4331.84,66.93,32,-0.0709,media
INS-03-00057,Butilenoglicol,Umectante,DermaLink Distribuidora,BA,L,200,1124.08,1899.19,4275.75,320.16,59,0.0688,baixa
INS-03-00058,Sorbitol,Umectante,NaturaPrima Quimicos,BA,mL,200,483.73,842.66,1918.78,583.41,9,0.0521,media
INS-03-00059,Mica perolada,Corante,Essencia Pura Supply,BA,L,100,1224.32,2056.34,3397.99,458.74,42,0.0016,baixa
INS-03-00060,Goma guar cationica,Espessante,Insumos DermaTech,BA,mL,50,168.96,213.73,491.52,120.43,27,0.1852,media
INS-03-00061,Oleo de jojoba,Emoliente,BioAtivos Sul,RJ,mL,50,554.99,923.55,1545.16,109.64,26,0.0925,media
INS-03-00062,Acido dehidroacetico,Conservante,BioAtivos Sul,BA,mL,1000,99.18,136.9,310.15,373.01,29,0.1281,alta
INS-03-00063,Acido dehidroacetico,Conservante,Insumos DermaTech,RJ,kg,250,440.68,563.44,945.86,139.16,31,0.0219,alta
INS-03-00064,Fragrancia floral suave,Fragrancia,AromaBase Import,BA,L,50,722.95,938.22,1942.35,409.56,44,-0.022,media
INS-03-00065,Caprilico caprico triglicerideo,Emoliente,Quimnova Trading,MG,kg,50,106.22,157.66,342.88,763.47,42,0.2363,baixa
INS-03-00066,Aloe vera concentrado,Ativo funcional,AromaBase Import,RJ,kg,250,1370.2,1975.17,3393.8,725.53,60,0.0485,alta
INS-03-00067,Sodium cocoyl isethionate,Tensoativo,CosmoQuimica Brasil,RJ,mL,25,693.23,1169.69,2006.74,712.74,34,0.1702,alta
INS-03-00068,Fragrancia herbal,Fragrancia,CosmoQuimica Brasil,PR,g,150,677.02,1041.12,2058.73,502.4,60,0.1857,alta
INS-03-00069,Acido dehidroacetico,Conservante,BioAtivos Sul,PE,L,50,1453.13,2369.52,4325.07,448.19,53,0.2149,media
INS-03-00070,Sorbato de potassio,Conservante,Essencia Pura Supply,GO,L,50,84.26,130.17,233.15,400.67,56,0.2204,alta
INS-03-00071,Niacinamida,Ativo funcional,AromaBase Import,GO,g,150,136.99,236.11,524.43,208.39,13,-0.0568,alta
INS-03-00072,Aloe vera concentrado,Ativo funcional,BioAtivos Sul,PR,kg,250,250.33,427.32,784.73,570.48,14,-0.0347,media
INS-03-00073,Pantenol,Ativo funcional,GreenLab Mat-primas,BA,kg,50,1279.1,1917.64,3786.8,125.61,23,-0.0546,alta
INS-03-00074,Fragrancia floral suave,Fragrancia,CosmoQuimica Brasil,RJ,kg,150,667.54,1011.58,2238.46,450.85,29,0.0829,baixa
INS-03-00075,Butilenoglicol,Umectante,Essencia Pura Supply,SC,g,200,181.78,246.24,491.41,661.43,28,-0.0731,baixa
INS-03-00076,Decil glucosideo,Tensoativo,CoreLab Ingredients,BA,kg,500,232.29,290.57,493.74,559.1,23,0.0596,alta
INS-03-00077,Niacinamida,Ativo funcional,CosmoQuimica Brasil,SP,L,500,985.32,1503.99,3447.83,193.29,27,0.209,media
INS-03-00078,Sorbitol,Umectante,CosmoQuimica Brasil,RJ,L,1000,907.2,1300.16,2441.97,260.51,49,0.0164,media
INS-03-00079,Propilenoglicol,Umectante,Quimnova Trading,MG,g,250,1109.11,1462.16,3180.14,188.72,55,0.2435,media
INS-03-00080,Niacinamida,Ativo funcional,GreenLab Mat-primas,MG,L,250,135.35,181.92,304.47,581.47,6,0.1262,media
INS-03-00081,Esqualano vegetal,Emoliente,DermaLink Distribuidora,MG,g,100,1252.55,1675.43,3201.8,467.64,59,-0.0446,alta
INS-03-00082,Mica perolada,Corante,Essencia Pura Supply,SP,mL,50,1304.25,1867.18,3610.88,658.82,45,-0.02,alta
INS-03-00083,Esqualano vegetal,Emoliente,BioAtivos Sul,BA,kg,500,281.94,396.63,706.13,562.66,14,0.1095,alta
INS-03-00084,Fragrancia floral suave,Fragrancia,Insumos DermaTech,SC,L,50,1391.35,1940.46,3708.92,246.2,22,0.2014,media
INS-03-00085,Goma xantana,Espessante,Insumos DermaTech,RJ,L,250,1165.46,1793.7,4117.78,506.36,54,-0.0005,alta
INS-03-00086,Propilenoglicol,Umectante,Insumos DermaTech,RJ,g,25,116.56,175.04,355.55,705.47,30,0.0931,baixa
INS-03-00087,Mica perolada,Corante,Quimnova Trading,PR,L,200,1410.3,2125.77,4743.46,410.33,6,0.0251,alta
INS-03-00088,Acido dehidroacetico,Conservante,Essencia Pura Supply,PR,kg,250,1094.56,1777.67,3374.85,473.49,53,0.1247,media
INS-03-00089,Hidroxietilcelulose,Espessante,DermaLink Distribuidora,BA,L,1000,555.08,816.41,1374.72,299.43,39,0.2005,baixa
INS-03-00090,Fenoxietanol,Conservante,AromaBase Import,BA,mL,50,530.33,837.17,1862.68,788.85,59,0.1839,alta
INS-03-00091,Decil glucosideo,Tensoativo,GreenLab Mat-primas,GO,L,500,699.45,910.48,1813.67,31.04,21,-0.0129,baixa
INS-03-00092,Acido dehidroacetico,Conservante,Essencia Pura Supply,GO,mL,100,565.78,766.47,1318.47,800.27,28,0.0108,baixa
INS-03-00093,Fragrancia herbal,Fragrancia,AromaBase Import,BA,g,200,1013.89,1362.93,2481.11,256.73,57,-0.0744,baixa
INS-03-00094,Acido hialuronico,Ativo funcional,CosmoQuimica Brasil,SP,kg,200,177.53,266.21,587.59,169.57,37,0.146,alta
INS-03-00095,Esqualano vegetal,Emoliente,CoreLab Ingredients,PE,mL,50,1450.42,2498.29,5707.72,409.63,51,0.2312,alta
INS-03-00096,Mica perolada,Corante,CosmoQuimica Brasil,GO,g,25,482.26,622.47,1287.83,361.44,39,0.1788,media
INS-03-00097,Sorbato de potassio,Conservante,CoreLab Ingredients,SC,kg,50,840.61,1130.78,2003.5,419.89,50,0.1897,alta
INS-03-00098,Acido hialuronico,Ativo funcional,GreenLab Mat-primas,BA,g,25,1193.8,1732.41,3659.25,819.67,5,-0.0366,baixa
INS-03-00099,Niacinamida,Ativo funcional,AromaBase Import,SC,mL,250,508.94,755.92,1536.26,81.76,37,0.078,media
INS-03-00100,Lauril eter sulfato de sodio,Tensoativo,Essencia Pura Supply,PE,mL,50,178.1,267.14,466.56,621.6,10,0.2066,media
INS-03-00101,Cocamidopropil betaina,Tensoativo,CosmoQuimica Brasil,RJ,L,250,949.53,1368.99,2817.07,610.86,32,0.1825,alta
INS-03-00102,Carbopol,Espessante,BioAtivos Sul,RJ,L,250,331.08,482.11,1073.46,238.68,49,-0.0098,alta
INS-03-00103,Propilenoglicol,Umectante,NaturaPrima Quimicos,PE,g,1000,672.26,1149.3,1883.73,503.11,27,0.1111,media
INS-03-00104,Goma guar cationica,Espessante,NaturaPrima Quimicos,BA,mL,500,977.16,1611.69,3576.97,728.02,7,0.1793,media
INS-03-00105,Glicerina bidestilada,Umectante,GreenLab Mat-primas,SP,mL,1000,306.34,436.75,809.65,237.64,28,0.0854,media
INS-03-00106,Cocamidopropil betaina,Tensoativo,GreenLab Mat-primas,MG,L,200,384.45,671.92,1442.15,679.52,45,0.11,media
INS-03-00107,Mica perolada,Corante,NaturaPrima Quimicos,GO,kg,200,1393.07,2383.99,5459.38,71.67,27,-0.0251,alta
INS-03-00108,Sorbato de potassio,Conservante,Insumos DermaTech,RJ,mL,50,221.5,281.88,611.44,364.98,8,0.1296,baixa
INS-03-00109,Hidroxietilcelulose,Espessante,BioAtivos Sul,MG,kg,200,86.63,114.54,254.29,756.7,36,0.121,media
INS-03-00110,Mica perolada,Corante,CoreLab Ingredients,MG,L,100,1251.01,1605.67,3471.67,681.43,6,-0.0777,alta
INS-03-00111,Carbopol,Espessante,Essencia Pura Supply,PR,mL,1000,1182.7,1686.07,3528.75,533.26,28,0.1877,baixa
INS-03-00112,Butilenoglicol,Umectante,DermaLink Distribuidora,PE,L,50,713.65,1136.3,2165.85,538.06,17,0.0968,media
INS-03-00113,Lauril eter sulfato de sodio,Tensoativo,NaturaPrima Quimicos,RJ,mL,250,123.68,171.92,279.28,502.81,50,0.1276,alta
INS-03-00114,Sodium cocoyl isethionate,Tensoativo,Insumos DermaTech,MG,mL,150,976.02,1470.99,2893.47,131.37,22,-0.004,alta
INS-03-00115,Acido hialuronico,Ativo funcional,CosmoQuimica Brasil,SC,mL,1000,97.42,162.04,298.13,670.39,33,0.0744,baixa
INS-03-00116,Carbopol,Espessante,Insumos DermaTech,GO,g,25,287.5,432.76,839.04,171.36,19,-0.0479,alta
INS-03-00117,Fragrancia floral suave,Fragrancia,Essencia Pura Supply,PR,kg,150,674.6,1136.02,2214.47,725.69,18,-0.0191,alta
INS-03-00118,Carbopol,Espessante,DermaLink Distribuidora,PE,L,100,707.43,1176.44,2150.25,264.82,51,0.0397,media
INS-03-00119,Sorbitol,Umectante,DermaLink Distribuidora,SP,g,50,561.98,883.8,1933.79,672.6,52,0.2039,baixa
INS-03-00120,Goma xantana,Espessante,Insumos DermaTech,PR,g,25,1105.88,1730.2,3862.45,534.67,24,0.047,alta
INS-03-00121,Aloe vera concentrado,Ativo funcional,BioAtivos Sul,SP,L,500,1002.06,1558.79,3144.47,816.78,58,0.1381,baixa
INS-03-00122,Sodium cocoyl isethionate,Tensoativo,CosmoQuimica Brasil,GO,g,200,1241.64,1705.83,3151.33,496.86,50,0.2449,media
INS-03-00123,Fragrancia herbal,Fragrancia,AromaBase Import,BA,mL,250,1183.86,1792.59,3218.8,752.1,34,0.1107,baixa
INS-03-00124,Fenoxietanol,Conservante,DermaLink Distribuidora,SC,L,100,411.25,576.76,1089.68,635.96,58,0.1887,baixa
INS-03-00125,Esqualano vegetal,Emoliente,DermaLink Distribuidora,RJ,kg,250,1297.29,1908.3,4145.36,805.61,60,0.0551,media
INS-03-00126,Fragrancia floral suave,Fragrancia,GreenLab Mat-primas,RJ,mL,200,576.59,789.68,1776.08,573.17,17,0.0797,media
INS-03-00127,Acido hialuronico,Ativo funcional,CoreLab Ingredients,RJ,L,500,646.05,998.94,1968.57,738.3,49,-0.0754,media
INS-03-00128,Hidroxietilcelulose,Espessante,Essencia Pura Supply,RJ,mL,200,580.84,772.86,1303.33,247.16,43,-0.037,baixa
INS-03-00129,Carmin sintetico,Corante,Quimnova Trading,RJ,L,500,1406.4,2172.61,4756.92,590.2,36,0.0571,media
INS-03-00130,Oxido de ferro amarelo,Corante,DermaLink Distribuidora,GO,kg,50,1089.15,1757.08,3920.93,371.67,57,0.066,baixa
INS-03-00131,Fragrancia floral suave,Fragrancia,BioAtivos Sul,MG,g,250,769.49,1209.71,2532.19,405.31,58,0.0938,alta
INS-03-00132,Glicerina bidestilada,Umectante,GreenLab Mat-primas,PR,L,100,1337.23,1998.22,3970.65,377.31,37,-0.0425,alta
INS-03-00133,Butilenoglicol,Umectante,BioAtivos Sul,GO,mL,50,994.12,1380.69,2577.21,14.97,52,0.134,alta
INS-03-00134,Manteiga de karite,Emoliente,AromaBase Import,PE,L,200,162.26,206.65,348.37,793.78,33,-0.0099,media
INS-03-00135,Butilenoglicol,Umectante,Quimnova Trading,RJ,g,150,1188.78,1616.86,3320.0,769.21,11,0.1173,baixa
INS-03-00136,Goma guar cationica,Espessante,Insumos DermaTech,PR,g,500,1387.68,1766.31,2985.63,783.66,27,-0.0129,baixa
INS-03-00137,Oxido de ferro amarelo,Corante,GreenLab Mat-primas,SC,g,150,184.54,303.82,575.45,611.84,8,0.1187,media
INS-03-00138,Esqualano vegetal,Emoliente,Essencia Pura Supply,RJ,g,100,882.63,1530.6,2905.66,786.77,10,0.1548,baixa
INS-03-00139,Oleo de jojoba,Emoliente,CosmoQuimica Brasil,PE,L,1000,290.23,371.54,609.86,125.1,19,-0.0404,media
INS-03-00140,Hidroxietilcelulose,Espessante,Quimnova Trading,SC,g,25,974.67,1389.74,2320.97,811.27,54,0.1036,media
INS-03-00141,Pantenol,Ativo funcional,NaturaPrima Quimicos,BA,g,500,915.84,1223.66,2248.94,660.56,51,0.0326,baixa
INS-03-00142,Goma xantana,Espessante,BioAtivos Sul,PR,kg,25,731.99,923.64,2071.92,280.87,43,0.2022,alta
INS-03-00143,Fragrancia citrica,Fragrancia,AromaBase Import,MG,kg,200,1252.16,1943.32,4168.65,517.85,28,-0.0037,alta
INS-03-00144,Acido hialuronico,Ativo funcional,Essencia Pura Supply,GO,g,250,1292.61,1712.18,3266.29,598.8,25,0.1061,alta
INS-03-00145,Carmin sintetico,Corante,GreenLab Mat-primas,RJ,L,200,392.71,571.29,937.65,587.03,57,0.0998,media
INS-03-00146,Fragrancia baunilha,Fragrancia,Essencia Pura Supply,GO,g,150,1243.17,2128.64,3818.17,288.51,41,0.0793,media
INS-03-00147,Butilenoglicol,Umectante,CoreLab Ingredients,PR,g,1000,268.2,431.75,976.91,614.08,51,0.1657,media
INS-03-00148,Glicerina bidestilada,Umectante,AromaBase Import,RJ,L,50,126.19,172.38,364.8,322.68,49,0.2003,media
INS-03-00149,Benzoato de sodio,Conservante,AromaBase Import,RJ,g,500,1492.78,1922.68,3478.03,191.1,35,-0.0453,baixa
INS-03-00150,Dioxido de titanio,Corante,DermaLink Distribuidora,BA,mL,200,428.59,720.67,1447.37,469.76,14,0.192,media
INS-03-00151,Fragrancia citrica,Fragrancia,NaturaPrima Quimicos,MG,L,100,182.72,287.29,595.66,819.5,40,-0.0081,baixa
INS-03-00152,Fragrancia citrica,Fragrancia,DermaLink Distribuidora,RJ,g,25,245.42,385.18,803.21,165.03,19,0.1125,media
INS-03-00153,Goma guar cationica,Espessante,Insumos DermaTech,PE,g,150,210.62,359.52,694.1,400.51,9,-0.012,baixa
INS-03-00154,Lauril eter sulfato de sodio,Tensoativo,DermaLink Distribuidora,RJ,mL,200,106.03,169.78,388.16,803.25,45,0.0747,media
INS-03-00155,Oleo de jojoba,Emoliente,Quimnova Trading,SP,g,200,291.63,384.95,637.21,214.26,27,-0.0704,baixa
INS-03-00156,Sodium cocoyl isethionate,Tensoativo,CoreLab Ingredients,SC,kg,500,1002.61,1337.18,2187.35,308.15,25,0.1574,media
INS-03-00157,Fragrancia citrica,Fragrancia,DermaLink Distribuidora,SC,kg,150,332.81,572.58,1076.06,623.0,25,-0.0711,media
INS-03-00158,Fragrancia herbal,Fragrancia,BioAtivos Sul,GO,mL,250,1022.87,1515.37,3138.2,267.8,45,0.1552,media
INS-03-00159,Carmin sintetico,Corante,Quimnova Trading,SP,g,1000,105.36,138.86,272.99,124.65,6,0.0185,baixa
INS-03-00160,Goma xantana,Espessante,CoreLab Ingredients,SP,kg,500,530.13,869.18,1478.28,320.59,25,-0.0265,alta
INS-03-00161,Cocamidopropil betaina,Tensoativo,CoreLab Ingredients,PE,g,25,789.71,1350.7,2281.21,249.39,26,-0.062,media
INS-03-00162,Mica perolada,Corante,Quimnova Trading,MG,mL,250,807.8,1029.09,2072.23,180.7,39,0.1418,media
INS-03-00163,Dioxido de titanio,Corante,DermaLink Distribuidora,PR,g,1000,1340.37,1857.5,3320.94,585.78,54,0.1837,alta
INS-03-00164,Carmin sintetico,Corante,GreenLab Mat-primas,BA,L,200,1425.64,2020.96,3268.38,653.6,17,0.2237,baixa
INS-03-00165,Sorbato de potassio,Conservante,DermaLink Distribuidora,SC,mL,250,848.64,1273.38,2591.9,483.61,56,0.2152,baixa
INS-03-00166,Oleo de jojoba,Emoliente,DermaLink Distribuidora,GO,kg,500,1465.8,2364.87,5016.13,690.13,8,-0.0295,media
INS-03-00167,Fragrancia floral suave,Fragrancia,Quimnova Trading,BA,kg,250,1180.57,2034.93,3609.75,173.94,23,0.0289,baixa
INS-03-00168,Lauril eter sulfato de sodio,Tensoativo,GreenLab Mat-primas,SP,L,50,1389.92,1937.8,4367.09,435.51,34,0.0865,alta
INS-03-00169,Lauril eter sulfato de sodio,Tensoativo,Quimnova Trading,RJ,mL,200,880.46,1456.82,2732.51,25.75,26,-0.0344,baixa
INS-03-00170,Fragrancia citrica,Fragrancia,GreenLab Mat-primas,MG,L,1000,1200.02,1913.38,3346.78,469.6,56,-0.0385,media
INS-03-00171,Lauril eter sulfato de sodio,Tensoativo,Essencia Pura Supply,BA,L,250,1478.22,2036.0,3786.35,504.33,9,0.0923,alta
INS-03-00172,Acido dehidroacetico,Conservante,NaturaPrima Quimicos,BA,g,50,988.67,1480.46,2583.82,819.75,42,0.1826,alta
INS-03-00173,Manteiga de karite,Emoliente,CosmoQuimica Brasil,SP,mL,25,1017.68,1363.08,2841.81,587.4,57,0.1165,alta
INS-03-00174,Oleo de jojoba,Emoliente,CosmoQuimica Brasil,PR,g,1000,473.1,638.99,1418.31,471.92,23,0.0007,baixa
INS-03-00175,Carbopol,Espessante,NaturaPrima Quimicos,SP,kg,150,495.21,699.91,1371.4,108.72,57,-0.0099,alta
INS-03-00176,Fenoxietanol,Conservante,CoreLab Ingredients,GO,L,1000,1191.08,1810.81,3038.9,609.22,23,-0.0226,alta
INS-03-00177,Oxido de ferro amarelo,Corante,Quimnova Trading,PE,L,50,346.14,593.69,1199.45,697.89,16,0.2024,media
INS-03-00178,Goma guar cationica,Espessante,BioAtivos Sul,SC,kg,150,1235.39,1818.69,3698.47,595.77,29,0.0482,alta
INS-03-00179,Sodium cocoyl isethionate,Tensoativo,AromaBase Import,MG,g,200,828.68,1241.68,2042.48,449.95,15,-0.0684,media
INS-03-00180,Mica perolada,Corante,DermaLink Distribuidora,RJ,L,50,150.58,199.14,406.39,674.79,11,0.1807,baixa
INS-03-00181,Sorbitol,Umectante,CosmoQuimica Brasil,SP,g,200,789.13,1050.12,2247.19,571.6,43,0.2398,media
INS-03-00182,Goma guar cationica,Espessante,CosmoQuimica Brasil,SC,mL,100,365.72,568.56,1229.34,367.38,13,-0.0442,media
INS-03-00183,Sorbato de potassio,Conservante,AromaBase Import,SC,g,150,542.44,684.58,1238.05,782.58,24,0.0967,baixa
INS-03-00184,Benzoato de sodio,Conservante,BioAtivos Sul,BA,mL,500,934.8,1296.39,2254.98,53.64,37,0.1845,media
INS-03-00185,Butilenoglicol,Umectante,Insumos DermaTech,RJ,mL,200,910.5,1406.99,2315.73,626.76,17,-0.0587,alta
INS-03-00186,Decil glucosideo,Tensoativo,CoreLab Ingredients,SP,kg,250,1435.11,1963.35,3927.27,257.0,23,-0.0696,baixa
INS-03-00187,Fragrancia citrica,Fragrancia,AromaBase Import,PE,mL,50,1249.97,1658.29,3527.66,691.65,27,0.0253,baixa
INS-03-00188,Fragrancia herbal,Fragrancia,CoreLab Ingredients,GO,g,150,649.98,931.49,1974.4,635.11,26,0.0519,media
INS-03-00189,Decil glucosideo,Tensoativo,CoreLab Ingredients,BA,g,1000,715.4,1043.15,1956.63,766.39,6,0.0298,alta
INS-03-00190,Fragrancia floral suave,Fragrancia,AromaBase Import,RJ,kg,100,968.15,1643.55,3118.88,568.89,55,0.2372,alta
INS-03-00191,Esqualano vegetal,Emoliente,GreenLab Mat-primas,SC,g,100,574.1,935.04,2025.49,713.44,58,0.1111,alta
INS-03-00192,Propilenoglicol,Umectante,CoreLab Ingredients,SP,L,50,1404.12,1941.16,4021.56,21.54,29,-0.0206,baixa
INS-03-00193,Niacinamida,Ativo funcional,Essencia Pura Supply,RJ,g,150,1372.88,2206.72,3959.2,600.84,8,0.1426,alta
INS-03-00194,Fenoxietanol,Conservante,Insumos DermaTech,SC,mL,100,693.94,1204.88,2441.76,284.03,5,0.0693,baixa
INS-03-00195,Sodium cocoyl isethionate,Tensoativo,NaturaPrima Quimicos,RJ,L,1000,773.75,1229.51,2396.85,259.18,49,0.1952,media
