produto_id,categoria,descricao,fornecedor,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,custo_negociado_estimado,estoque_atual,prazo_reposicao_dias,nivel_servico_alvo,margem_alvo,proxima_revisao_contrato
PRODUTOS_ALIMENTOS-00051,alimentos,Produto Alimentos 00051,Fornecedor_080,96,732.98,1231.45,2678.02,1167.24,1094.28,110,79,0.952,0.089,2026-11-09
PRODUTOS_ALIMENTOS-00052,alimentos,Produto Alimentos 00052,Fornecedor_204,12,485.04,748.53,1243.16,1036.7,1111.23,308,81,0.989,0.354,2026-05-22
PRODUTOS_ALIMENTOS-00053,alimentos,Produto Alimentos 00053,Fornecedor_093,240,426.44,590.87,1120.57,760.18,751.78,501,18,0.957,0.227,2026-12-22
PRODUTOS_ALIMENTOS-00054,alimentos,Produto Alimentos 00054,Fornecedor_212,720,853.16,1185.48,2592.69,1448.3,1402.42,1586,66,0.966,0.238,2026-09-15
PRODUTOS_ALIMENTOS-00055,alimentos,Produto Alimentos 00055,Fornecedor_087,480,396.93,510.07,1197.48,420.2,428.91,583,83,0.903,0.307,2026-10-14
PRODUTOS_ALIMENTOS-00056,alimentos,Produto Alimentos 00056,Fornecedor_049,96,230.48,291.94,653.44,512.16,586.57,284,6,0.908,0.256,2026-11-25
PRODUTOS_ALIMENTOS-00057,alimentos,Produto Alimentos 00057,Fornecedor_178,6,593.96,930.74,2003.4,969.74,1001.1,95,42,0.922,0.155,2027-04-05
PRODUTOS_ALIMENTOS-00058,alimentos,Produto Alimentos 00058,Fornecedor_065,120,704.14,993.05,2010.66,639.69,707.7,360,63,0.921,0.172,2026-08-07
PRODUTOS_ALIMENTOS-00059,alimentos,Produto Alimentos 00059,Fornecedor_135,480,388.92,606.17,1430.99,1036.02,979.61,283,80,0.954,0.412,2026-06-21
PRODUTOS_ALIMENTOS-00060,alimentos,Produto Alimentos 00060,Fornecedor_142,24,1001.66,1315.12,2483.88,455.15,498.53,561,10,0.926,0.411,2026-07-04
PRODUTOS_ALIMENTOS-00061,alimentos,Produto Alimentos 00061,Fornecedor_014,480,770.88,1205.68,2028.03,20.87,20.29,902,48,0.923,0.143,2026-12-31
PRODUTOS_ALIMENTOS-00062,alimentos,Produto Alimentos 00062,Fornecedor_022,24,150.19,178.12,355.06,866.59,943.78,38,77,0.989,0.403,2026-06-30
PRODUTOS_ALIMENTOS-00063,alimentos,Produto Alimentos 00063,Fornecedor_151,240,676.32,932.57,1936.86,928.58,1035.32,461,61,0.989,0.181,2026-10-04
PRODUTOS_ALIMENTOS-00064,alimentos,Produto Alimentos 00064,Fornecedor_062,48,688.83,814.97,1929.92,151.1,167.9,270,89,0.916,0.108,2026-06-08
PRODUTOS_ALIMENTOS-00065,alimentos,Produto Alimentos 00065,Fornecedor_060,96,200.49,275.61,592.98,706.19,635.2,144,63,0.983,0.104,2027-03-17
PRODUTOS_ALIMENTOS-00066,alimentos,Produto Alimentos 00066,Fornecedor_043,24,713.9,1136.64,1998.5,174.38,166.56,272,23,0.971,0.104,2027-03-01
PRODUTOS_ALIMENTOS-00067,alimentos,Produto Alimentos 00067,Fornecedor_113,240,902.51,1320.44,2417.57,188.72,205.65,557,69,0.907,0.264,2026-05-21
PRODUTOS_ALIMENTOS-00068,alimentos,Produto Alimentos 00068,Fornecedor_194,6,1068.97,1661.17,3460.16,41.23,39.43,551,78,0.916,0.094,2027-01-21
PRODUTOS_ALIMENTOS-00069,alimentos,Produto Alimentos 00069,Fornecedor_086,480,787.04,1301.64,2271.6,879.03,944.16,186,65,0.929,0.198,2026-06-23
PRODUTOS_ALIMENTOS-00070,alimentos,Produto Alimentos 00070,Fornecedor_065,720,1031.41,1373.22,2959.2,434.11,505.35,75,63,0.929,0.11,2026-11-23
PRODUTOS_ALIMENTOS-00071,alimentos,Produto Alimentos 00071,Fornecedor_194,6,1039.92,1667.73,2669.9,1304.38,1335.65,384,71,0.945,0.203,2026-12-13
PRODUTOS_ALIMENTOS-00072,alimentos,Produto Alimentos 00072,Fornecedor_156,480,915.59,1155.43,2356.36,1391.69,1415.42,248,8,0.972,0.411,2026-07-21
PRODUTOS_ALIMENTOS-00073,alimentos,Produto Alimentos 00073,Fornecedor_040,12,383.24,443.61,854.56,338.99,384.42,236,20,0.945,0.3,2026-09-27
PRODUTOS_ALIMENTOS-00074,alimentos,Produto Alimentos 00074,Fornecedor_154,720,618.01,803.65,1822.51,1470.42,1412.6,296,54,0.946,0.145,2026-07-09
PRODUTOS_ALIMENTOS-00075,alimentos,Produto Alimentos 00075,Fornecedor_077,720,1038.87,1352.54,3018.89,623.88,724.28,547,5,0.975,0.176,2027-02-21
PRODUTOS_ALIMENTOS-00076,alimentos,Produto Alimentos 00076,Fornecedor_239,720,1198.7,1701.32,2924.35,809.02,801.0,1562,74,0.929,0.208,2026-08-05
PRODUTOS_ALIMENTOS-00077,alimentos,Produto Alimentos 00077,Fornecedor_170,120,1177.22,1508.42,2875.62,1284.38,1296.1,968,53,0.971,0.211,2027-03-30
PRODUTOS_ALIMENTOS-00078,alimentos,Produto Alimentos 00078,Fornecedor_117,12,1177.27,1674.58,2728.93,754.68,800.83,901,17,0.901,0.259,2026-07-13
PRODUTOS_ALIMENTOS-00079,alimentos,Produto Alimentos 00079,Fornecedor_219,120,500.82,756.31,1303.49,705.56,826.26,638,55,0.93,0.301,2027-04-11
PRODUTOS_ALIMENTOS-00080,alimentos,Produto Alimentos 00080,Fornecedor_162,720,1033.32,1404.29,2602.61,1078.78,1197.69,73,84,0.962,0.103,2026-09-25
PRODUTOS_ALIMENTOS-00081,alimentos,Produto Alimentos 00081,Fornecedor_232,12,1196.95,1868.11,3637.53,149.92,160.98,908,26,0.903,0.316,2026-10-14
PRODUTOS_ALIMENTOS-00082,alimentos,Produto Alimentos 00082,Fornecedor_223,24,958.43,1256.84,2387.84,220.49,230.2,348,27,0.934,0.107,2027-04-15
PRODUTOS_ALIMENTOS-00083,alimentos,Produto Alimentos 00083,Fornecedor_120,96,300.38,496.25,850.82,693.07,667.88,341,6,0.981,0.386,2027-04-12
PRODUTOS_ALIMENTOS-00084,alimentos,Produto Alimentos 00084,Fornecedor_078,240,662.72,789.05,1859.15,1481.51,1447.07,706,37,0.918,0.235,2026-11-13
PRODUTOS_ALIMENTOS-00085,alimentos,Produto Alimentos 00085,Fornecedor_003,96,1026.2,1240.33,2362.94,540.04,526.97,44,89,0.951,0.215,2027-04-17
PRODUTOS_ALIMENTOS-00086,alimentos,Produto Alimentos 00086,Fornecedor_057,96,937.3,1579.8,3678.56,1118.4,1265.49,471,82,0.957,0.353,2027-03-14
PRODUTOS_ALIMENTOS-00087,alimentos,Produto Alimentos 00087,Fornecedor_202,12,311.99,488.45,1081.41,1022.08,950.19,321,87,0.94,0.093,2027-02-21
PRODUTOS_ALIMENTOS-00088,alimentos,Produto Alimentos 00088,Fornecedor_094,48,447.36,546.8,1272.78,491.76,496.92,135,74,0.948,0.378,2026-09-17
PRODUTOS_ALIMENTOS-00089,alimentos,Produto Alimentos 00089,Fornecedor_037,120,999.11,1290.18,2915.5,724.07,813.77,235,64,0.968,0.407,2026-08-24
PRODUTOS_ALIMENTOS-00090,alimentos,Produto Alimentos 00090,Fornecedor_138,120,1034.27,1601.37,3817.6,1450.99,1629.94,184,55,0.911,0.085,2026-11-05
PRODUTOS_ALIMENTOS-00091,alimentos,Produto Alimentos 00091,Fornecedor_159,12,812.3,1234.53,2552.56,1234.07,1434.83,691,34,0.98,0.24,2027-02-12
PRODUTOS_ALIMENTOS-00092,alimentos,Produto Alimentos 00092,Fornecedor_243,96,403.69,599.7,1270.23,954.02,977.52,418,19,0.903,0.128,2027-01-08
PRODUTOS_ALIMENTOS-00093,alimentos,Produto Alimentos 00093,Fornecedor_040,720,152.6,195.2,396.26,584.5,583.09,429,80,0.98,0.332,2027-04-01
PRODUTOS_ALIMENTOS-00094,alimentos,Produto Alimentos 00094,Fornecedor_061,120,132.34,187.81,361.81,1427.4,1283.93,111,61,0.977,0.231,2026-06-20
PRODUTOS_ALIMENTOS-00095,alimentos,Produto Alimentos 00095,Fornecedor_211,96,1177.4,1591.88,3695.33,968.13,878.63,388,20,0.941,0.403,2027-04-05
PRODUTOS_ALIMENTOS-00096,alimentos,Produto Alimentos 00096,Fornecedor_196,24,266.35,399.98,950.69,78.24,77.2,289,31,0.95,0.103,2027-02-25
PRODUTOS_ALIMENTOS-00097,alimentos,Produto Alimentos 00097,Fornecedor_139,6,270.9,441.12,821.74,223.46,257.24,141,23,0.923,0.416,2026-07-29
PRODUTOS_ALIMENTOS-00098,alimentos,Produto Alimentos 00098,Fornecedor_033,120,145.26,236.28,402.96,538.97,602.91,8,27,0.967,0.17,2027-01-25
PRODUTOS_ALIMENTOS-00099,alimentos,Produto Alimentos 00099,Fornecedor_012,480,149.67,177.36,347.38,544.65,578.51,515,33,0.965,0.401,2027-04-03
PRODUTOS_ALIMENTOS-00100,alimentos,Produto Alimentos 00100,Fornecedor_233,240,632.92,887.3,2104.0,93.59,96.29,436,18,0.94,0.247,2026-06-11
PRODUTOS_ALIMENTOS-00101,alimentos,Produto Alimentos 00101,Fornecedor_117,120,396.7,488.57,831.04,937.42,993.43,390,81,0.945,0.26,2026-12-07
PRODUTOS_ALIMENTOS-00102,alimentos,Produto Alimentos 00102,Fornecedor_106,48,132.53,203.56,464.57,977.25,1087.68,110,62,0.931,0.382,2026-12-19
PRODUTOS_ALIMENTOS-00103,alimentos,Produto Alimentos 00103,Fornecedor_022,24,487.5,756.25,1399.08,470.5,453.53,485,13,0.908,0.111,2026-06-19
PRODUTOS_ALIMENTOS-00104,alimentos,Produto Alimentos 00104,Fornecedor_091,720,897.34,1215.85,2071.93,92.32,107.78,675,90,0.979,0.122,2026-12-03
PRODUTOS_ALIMENTOS-00105,alimentos,Produto Alimentos 00105,Fornecedor_058,720,1043.69,1614.15,3833.16,901.61,894.38,435,24,0.976,0.303,2026-10-27
PRODUTOS_ALIMENTOS-00106,alimentos,Produto Alimentos 00106,Fornecedor_165,720,1016.77,1374.83,3038.49,862.21,969.21,1571,84,0.95,0.289,2027-03-08
PRODUTOS_ALIMENTOS-00107,alimentos,Produto Alimentos 00107,Fornecedor_223,96,1115.96,1792.47,3251.46,272.67,298.25,695,49,0.913,0.082,2027-04-02
PRODUTOS_ALIMENTOS-00108,alimentos,Produto Alimentos 00108,Fornecedor_041,48,489.93,601.65,1267.4,48.41,53.56,385,58,0.933,0.234,2026-10-14
PRODUTOS_ALIMENTOS-00109,alimentos,Produto Alimentos 00109,Fornecedor_109,6,935.55,1367.94,2281.68,81.28,76.05,167,39,0.944,0.231,2026-12-13
PRODUTOS_ALIMENTOS-00110,alimentos,Produto Alimentos 00110,Fornecedor_154,480,505.81,641.65,1289.64,519.4,478.97,631,10,0.905,0.155,2026-08-13
PRODUTOS_ALIMENTOS-00111,alimentos,Produto Alimentos 00111,Fornecedor_098,6,372.18,471.25,805.74,385.14,379.42,254,60,0.948,0.14,2026-08-26
PRODUTOS_ALIMENTOS-00112,alimentos,Produto Alimentos 00112,Fornecedor_020,6,607.81,977.57,2194.6,110.43,125.88,446,7,0.978,0.236,2027-02-19
PRODUTOS_ALIMENTOS-00113,alimentos,Produto Alimentos 00113,Fornecedor_177,120,523.7,718.75,1518.07,436.05,439.3,175,84,0.983,0.236,2026-06-15
PRODUTOS_ALIMENTOS-00114,alimentos,Produto Alimentos 00114,Fornecedor_044,96,532.5,643.38,1253.66,602.17,549.67,347,33,0.907,0.193,2027-03-21
PRODUTOS_ALIMENTOS-00115,alimentos,Produto Alimentos 00115,Fornecedor_051,24,150.12,214.74,499.23,525.69,578.75,60,18,0.916,0.13,2026-07-18
PRODUTOS_ALIMENTOS-00116,alimentos,Produto Alimentos 00116,Fornecedor_160,480,915.86,1383.43,2409.54,1159.84,1198.46,1394,77,0.929,0.299,2027-03-18
PRODUTOS_ALIMENTOS-00117,alimentos,Produto Alimentos 00117,Fornecedor_119,6,389.62,542.31,1071.13,948.0,1062.65,180,69,0.941,0.105,2026-05-30
PRODUTOS_ALIMENTOS-00118,alimentos,Produto Alimentos 00118,Fornecedor_245,720,451.95,591.11,1250.63,1466.11,1343.23,787,64,0.971,0.277,2026-05-22
PRODUTOS_ALIMENTOS-00119,alimentos,Produto Alimentos 00119,Fornecedor_231,24,547.93,874.17,1854.53,483.99,497.51,63,62,0.975,0.115,2026-06-13
PRODUTOS_ALIMENTOS-00120,alimentos,Produto Alimentos 00120,Fornecedor_235,720,612.89,762.99,1372.01,658.04,669.51,1248,25,0.925,0.204,2026-11-26
PRODUTOS_ALIMENTOS-00121,alimentos,Produto Alimentos 00121,Fornecedor_073,120,932.74,1420.93,2333.02,947.25,934.98,193,76,0.923,0.311,2027-04-02
PRODUTOS_ALIMENTOS-00122,alimentos,Produto Alimentos 00122,Fornecedor_101,120,1157.83,1715.3,2950.83,124.55,134.82,635,88,0.912,0.317,2026-06-13
PRODUTOS_ALIMENTOS-00123,alimentos,Produto Alimentos 00123,Fornecedor_131,720,381.85,518.24,1157.41,1220.24,1323.15,191,87,0.933,0.308,2026-11-02
PRODUTOS_ALIMENTOS-00124,alimentos,Produto Alimentos 00124,Fornecedor_202,24,381.01,637.48,1194.24,1149.82,1087.36,79,14,0.909,0.181,2027-02-01
PRODUTOS_ALIMENTOS-00125,alimentos,Produto Alimentos 00125,Fornecedor_213,24,1004.62,1643.58,2679.36,506.8,563.68,771,24,0.962,0.135,2027-03-16
PRODUTOS_ALIMENTOS-00126,alimentos,Produto Alimentos 00126,Fornecedor_192,48,973.72,1208.43,2356.6,617.76,670.98,909,83,0.971,0.177,2026-08-28
PRODUTOS_ALIMENTOS-00127,alimentos,Produto Alimentos 00127,Fornecedor_119,120,647.8,855.23,1921.63,704.85,798.02,694,78,0.969,0.415,2026-11-12
PRODUTOS_ALIMENTOS-00128,alimentos,Produto Alimentos 00128,Fornecedor_096,96,610.94,843.26,1458.55,301.55,321.25,53,87,0.95,0.243,2026-06-22
PRODUTOS_ALIMENTOS-00129,alimentos,Produto Alimentos 00129,Fornecedor_024,480,858.01,1230.17,2090.98,128.1,119.97,1051,23,0.985,0.363,2026-08-22
PRODUTOS_ALIMENTOS-00130,alimentos,Produto Alimentos 00130,Fornecedor_096,120,982.79,1608.39,3770.67,623.81,626.91,482,54,0.92,0.418,2026-10-11
PRODUTOS_ALIMENTOS-00131,alimentos,Produto Alimentos 00131,Fornecedor_121,96,1118.03,1801.76,3819.67,1187.59,1104.35,967,22,0.94,0.338,2026-05-03
PRODUTOS_ALIMENTOS-00132,alimentos,Produto Alimentos 00132,Fornecedor_061,720,1088.44,1263.08,2238.85,226.41,263.23,866,19,0.927,0.344,2026-05-25
PRODUTOS_ALIMENTOS-00133,alimentos,Produto Alimentos 00133,Fornecedor_132,480,297.55,446.75,937.39,96.55,109.36,611,73,0.952,0.086,2026-07-13
PRODUTOS_ALIMENTOS-00134,alimentos,Produto Alimentos 00134,Fornecedor_135,12,360.16,414.49,780.18,857.07,809.35,268,51,0.949,0.103,2027-01-15
PRODUTOS_ALIMENTOS-00135,alimentos,Produto Alimentos 00135,Fornecedor_018,96,671.67,916.66,1811.42,954.42,1120.96,765,7,0.931,0.201,2027-04-02
PRODUTOS_ALIMENTOS-00136,alimentos,Produto Alimentos 00136,Fornecedor_200,720,759.48,1195.68,2616.32,500.45,451.83,693,87,0.962,0.14,2027-04-22
PRODUTOS_ALIMENTOS-00137,alimentos,Produto Alimentos 00137,Fornecedor_052,6,582.06,727.72,1242.86,1074.78,1250.66,300,30,0.98,0.095,2026-10-09
PRODUTOS_ALIMENTOS-00138,alimentos,Produto Alimentos 00138,Fornecedor_013,48,1121.04,1606.97,3842.75,815.69,785.88,585,50,0.978,0.373,2026-10-17
PRODUTOS_ALIMENTOS-00139,alimentos,Produto Alimentos 00139,Fornecedor_128,240,338.76,538.51,1049.86,601.53,612.07,347,28,0.933,0.249,2027-01-21
PRODUTOS_ALIMENTOS-00140,alimentos,Produto Alimentos 00140,Fornecedor_021,24,331.06,395.77,767.63,647.33,762.93,279,42,0.93,0.189,2026-09-29
PRODUTOS_ALIMENTOS-00141,alimentos,Produto Alimentos 00141,Fornecedor_112,6,378.2,560.28,1087.44,1035.42,1027.09,372,50,0.925,0.289,2026-05-30
PRODUTOS_ALIMENTOS-00142,alimentos,Produto Alimentos 00142,Fornecedor_113,6,103.92,155.95,294.85,1202.14,1306.76,18,82,0.903,0.311,2026-06-04
PRODUTOS_ALIMENTOS-00143,alimentos,Produto Alimentos 00143,Fornecedor_096,24,294.65,443.41,837.92,1424.33,1281.03,347,62,0.94,0.403,2026-06-09
PRODUTOS_ALIMENTOS-00144,alimentos,Produto Alimentos 00144,Fornecedor_100,12,695.1,1001.78,1921.83,975.22,938.54,26,28,0.982,0.25,2026-06-30
PRODUTOS_ALIMENTOS-00145,alimentos,Produto Alimentos 00145,Fornecedor_019,480,325.21,420.54,823.01,1494.56,1453.93,204,20,0.941,0.126,2026-12-14
PRODUTOS_ALIMENTOS-00146,alimentos,Produto Alimentos 00146,Fornecedor_077,12,1196.76,1909.76,4533.87,1479.9,1603.72,1126,74,0.977,0.179,2027-04-24
PRODUTOS_ALIMENTOS-00147,alimentos,Produto Alimentos 00147,Fornecedor_142,24,770.67,1222.7,2453.97,184.24,174.71,242,68,0.952,0.089,2026-12-26
PRODUTOS_ALIMENTOS-00148,alimentos,Produto Alimentos 00148,Fornecedor_211,480,967.34,1405.94,2937.79,131.61,128.94,1076,57,0.952,0.342,2026-07-04
PRODUTOS_ALIMENTOS-00149,alimentos,Produto Alimentos 00149,Fornecedor_248,720,1167.27,1754.74,3439.26,1020.96,1010.66,1310,80,0.912,0.142,2027-01-13
PRODUTOS_ALIMENTOS-00150,alimentos,Produto Alimentos 00150,Fornecedor_133,120,1094.19,1291.67,2194.97,231.64,217.22,461,49,0.981,0.402,2026-06-10
PRODUTOS_ALIMENTOS-00151,alimentos,Produto Alimentos 00151,Fornecedor_152,720,311.97,467.73,954.48,189.94,185.73,191,69,0.985,0.298,2026-07-18
PRODUTOS_ALIMENTOS-00152,alimentos,Produto Alimentos 00152,Fornecedor_243,6,217.87,325.38,755.41,508.09,588.33,211,8,0.958,0.108,2027-02-20
PRODUTOS_ALIMENTOS-00153,alimentos,Produto Alimentos 00153,Fornecedor_124,720,328.62,416.01,856.03,928.12,834.18,593,87,0.922,0.405,2027-04-16
PRODUTOS_ALIMENTOS-00154,alimentos,Produto Alimentos 00154,Fornecedor_081,480,496.22,694.43,1493.65,239.23,241.74,417,48,0.978,0.286,2026-10-11
